SED_CODE_2021,MSEO_SEO,MSEO_UOLSE_VWorW,MSEO_UOLSE_NWorNAA,MSEO_UOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_UOLSE_VWorW,MOL_Afrikaans_UOLSE_NWorNAA,MOL_Afrikaans_UOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_UOLSE_VWorW,MOL_Arabic_UOLSE_NWorNAA,MOL_Arabic_UOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_UOLSE_VWorW,MOL_AIndLng_UOLSE_NWorNAA,MOL_AIndLng_UOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_UOLSE_VWorW,MOL_CL_Canton_UOLSE_NWorNAA,MOL_CL_Canton_UOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_UOLSE_VWorW,MOL_CL_Mandarin_UOLSE_NWorNAA,MOL_CL_Mandarin_UOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_UOLSE_VWorW,MOL_CL_Oth_UOLSE_NWorNAA,MOL_CL_Oth_UOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_UOLSE_VWorW,MOL_CL_Tot_UOLSE_NWorNAA,MOL_CL_Tot_UOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_UOLSE_VWorW,MOL_Croatian_UOLSE_NWorNAA,MOL_Croatian_UOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_French_SEO,MOL_French_UOLSE_VWorW,MOL_French_UOLSE_NWorNAA,MOL_French_UOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_UOLSE_VWorW,MOL_German_UOLSE_NWorNAA,MOL_German_UOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_UOLSE_VWorW,MOL_Greek_UOLSE_NWorNAA,MOL_Greek_UOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_UOLSE_VWorW,MOL_IAL_Bengali_UOLSE_NWorNAA,MOL_IAL_Bengali_UOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Guj_SEO,MOL_IAL_Guj_UOLSE_VWorW,MOL_IAL_Guj_UOLSE_NWorNAA,MOL_IAL_Guj_UOLSE_Tot,MOL_IAL_Guj_NS,MOL_IAL_Guj_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_UOLSE_VWorW,MOL_IAL_Hindi_UOLSE_NWorNAA,MOL_IAL_Hindi_UOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Nepali_SEO,MOL_IAL_Nepali_UOLSE_VWorW,MOL_IAL_Nepali_UOLSE_NWorNAA,MOL_IAL_Nepali_UOLSE_Tot,MOL_IAL_Nepali_NS,MOL_IAL_Nepali_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_UOLSE_VWorW,MOL_IAL_Punjabi_UOLSE_NWorNAA,MOL_IAL_Punjabi_UOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_UOLSE_VWorW,MOL_IAL_Sinhal_UOLSE_NWorNAA,MOL_IAL_Sinhal_UOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_UOLSE_VWorW,MOL_IAL_Urdu_UOLSE_NWorNAA,MOL_IAL_Urdu_UOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_UOLSE_VWorW,MOL_IAL_Oth_UOLSE_NWorNAA,MOL_IAL_Oth_UOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_UOLSE_VWorW,MOL_IAL_Tot_UOLSE_NWorNAA,MOL_IAL_Tot_UOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_UOLSE_VWorW,MOL_Italian_UOLSE_NWorNAA,MOL_Italian_UOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_UOLSE_VWorW,MOL_Japan_UOLSE_NWorNAA,MOL_Japan_UOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Khmer_SEO,MOL_Khmer_UOLSE_VWorW,MOL_Khmer_UOLSE_NWorNAA,MOL_Khmer_UOLSE_Tot,MOL_Khmer_NS,MOL_Khmer_Tot,MOL_Korean_SEO,MOL_Korean_UOLSE_VWorW,MOL_Korean_UOLSE_NWorNAA,MOL_Korean_UOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_UOLSE_VWorW,MOL_Macedon_UOLSE_NWorNAA,MOL_Macedon_UOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Malayalam_SEO,MOL_Malayalam_UOLSE_VWorW,MOL_Malayalam_UOLSE_NWorNAA,MOL_Malayalam_UOLSE_Tot,MOL_Malayalam_NS,MOL_Malayalam_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_UOLSE_VWorW,MOL_Persian_ED_UOLSE_NWorNAA,MOL_Persian_ED_UOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_UOLSE_VWorW,MOL_Polish_UOLSE_NWorNAA,MOL_Polish_UOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Portuguese_SEO,MOL_Portuguese_UOLSE_VWorW,MOL_Portuguese_UOLSE_NWorNAA,MOL_Portuguese_UOLSE_Tot,MOL_Portuguese_NS,MOL_Portuguese_Tot,MOL_Russian_SEO,MOL_Russian_UOLSE_VWorW,MOL_Russian_UOLSE_NWorNAA,MOL_Russian_UOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_UOLSE_VWorW,MOL_Samoan_UOLSE_NWorNAA,MOL_Samoan_UOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_UOLSE_VWorW,MOL_Serbian_UOLSE_NWorNAA,MOL_Serbian_UOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_UOLSE_VWorW
SED52803,14470,..,..,..,..,14470,..,173,3,178,0,178,..,38,0,40,0,40,..,186,9,193,3,202,..,9,4,13,0,13,..,105,21,124,0,128,..,6,0,4,0,4,..,115,26,138,0,139,..,16,0,16,0,16,..,29,0,27,0,27,..,24,0,24,0,32,..,12,0,14,0,14,..,11,0,8,0,8,..,26,0,28,0,28,..,65,0,65,0,65,..,11,0,12,0,15,..,58,0,57,0,57,..,16,4,19,0,19,..,39,4,40,0,40,..,16,0,20,0,20,..,245,15,261,0,259,..,26,5,31,0,31,..,3,0,3,0,3,..,0,0,0,0,0,..,16,8,20,0,20,..,5,0,5,0,5,..,46,0,45,0,47,..,38,3,36,0,36,..,10,0,13,0,13,..,28,3,32,0,32,..,18,0,17,0,17,..,33,4,36,3,39,..,8,0,8,0,8,..,144
SED52903,10982,..,..,..,..,10982,..,26,0,26,0,26,..,9,4,8,0,10,..,2205,211,2420,87,2505,..,16,0,22,0,22,..,40,6,51,0,51,..,4,0,4,0,4,..,61,6,69,0,75,..,4,0,4,0,4,..,76,0,82,0,82,..,55,0,55,0,55,..,10,0,11,0,11,..,12,0,16,0,16,..,3,0,3,0,3,..,16,0,20,0,18,..,8,0,9,0,9,..,13,0,13,0,13,..,21,0,15,0,15,..,12,0,13,0,13,..,0,0,0,0,0,..,84,7,84,0,89,..,48,3,54,0,54,..,12,3,14,0,16,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,27,0,24,0,24,..,0,0,0,0,0,..,5,0,5,0,5,..,9,0,7,0,7,..,4,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,50
SED53004,17684,..,..,..,..,17684,..,133,0,137,0,137,..,37,5,36,0,36,..,4,0,4,0,4,..,99,23,121,0,121,..,131,44,172,0,172,..,27,0,28,0,28,..,254,68,324,0,324,..,21,7,28,0,28,..,82,0,77,0,81,..,98,0,101,0,101,..,32,0,39,0,39,..,7,0,7,0,7,..,87,0,90,0,90,..,40,0,39,0,37,..,9,0,9,0,9,..,19,4,23,0,23,..,5,0,5,0,5,..,8,0,8,0,8,..,13,0,13,0,13,..,192,3,198,0,199,..,170,6,176,4,179,..,60,9,63,0,65,..,0,0,0,0,0,..,13,5,15,0,15,..,77,4,78,0,78,..,20,0,19,0,19,..,78,9,84,0,87,..,49,5,57,0,57,..,41,5,53,0,53,..,21,0,22,0,24,..,7,0,7,0,7,..,18,0,18,0,18,..,5
SED53105,18273,..,..,..,..,18273,..,126,0,124,0,124,..,90,4,97,0,97,..,30,0,30,0,30,..,113,19,129,3,130,..,290,85,381,5,380,..,9,4,9,0,9,..,413,110,516,5,526,..,46,5,47,0,51,..,51,0,49,0,49,..,51,3,52,0,52,..,11,0,11,0,11,..,52,4,58,0,58,..,98,5,103,0,103,..,158,4,171,0,168,..,28,0,32,0,32,..,318,19,339,5,339,..,70,6,81,0,81,..,102,9,108,0,108,..,36,5,39,0,40,..,870,50,921,3,928,..,95,3,102,0,102,..,28,3,27,0,34,..,7,0,7,0,7,..,64,38,96,0,100,..,4,4,8,0,8,..,177,12,193,0,192,..,66,5,71,0,71,..,19,0,19,0,21,..,115,6,121,6,121,..,23,8,30,0,26,..,23,0,28,0,28,..,74,16,96,0,96,..,305
SED53204,15571,..,..,..,..,15571,..,289,0,292,5,294,..,352,39,392,0,392,..,14,0,14,0,14,..,131,33,169,0,172,..,234,54,288,0,288,..,26,3,30,0,30,..,391,93,485,0,488,..,52,8,59,0,59,..,66,0,69,0,69,..,38,0,38,0,41,..,66,3,71,0,71,..,26,0,27,0,27,..,966,56,1017,9,1027,..,161,11,165,7,171,..,24,0,26,0,25,..,143,13,154,0,154,..,27,0,27,0,27,..,73,4,75,0,75,..,32,0,28,0,28,..,1443,83,1528,14,1544,..,233,10,243,0,248,..,15,0,19,0,19,..,45,12,61,0,61,..,28,9,38,0,38,..,467,36,499,0,506,..,31,5,25,0,25,..,107,18,124,0,128,..,80,7,88,0,88,..,49,6,54,0,54,..,29,0,32,0,32,..,9,0,9,0,9,..,129,17,149,0,149,..,129
SED53306,18676,..,..,..,..,18676,..,140,3,142,0,143,..,25,0,23,0,23,..,31,0,31,0,25,..,20,5,28,0,28,..,53,14,69,6,71,..,8,0,8,0,8,..,81,23,102,6,100,..,12,3,14,0,14,..,23,0,29,0,29,..,38,0,42,0,42,..,14,0,11,0,13,..,7,0,7,0,7,..,35,8,41,0,41,..,44,6,44,0,44,..,27,0,31,0,26,..,65,0,69,0,67,..,28,4,28,0,28,..,20,0,20,0,20,..,5,0,5,0,5,..,232,14,248,0,249,..,64,5,67,0,67,..,14,3,17,0,17,..,0,0,0,0,0,..,11,3,17,0,21,..,4,0,4,0,4,..,40,0,42,0,42,..,18,3,22,0,22,..,16,0,18,0,18,..,20,0,20,0,20,..,18,0,15,0,15,..,5,0,5,0,5,..,9,0,9,0,9,..,123
SED53402,15981,..,..,..,..,15981,..,30,0,30,0,30,..,103,22,118,0,123,..,9,0,9,0,9,..,199,60,255,0,261,..,241,121,363,3,369,..,31,10,38,0,38,..,472,191,663,6,667,..,33,3,31,0,37,..,119,9,123,7,126,..,79,0,82,6,82,..,60,0,65,0,65,..,37,0,37,0,37,..,44,3,44,0,44,..,133,3,133,3,140,..,116,5,125,0,127,..,144,8,157,0,158,..,60,0,67,0,67,..,96,4,99,0,102,..,34,0,34,0,34,..,662,31,692,4,696,..,330,17,352,0,351,..,60,8,66,0,65,..,4,4,6,0,6,..,43,19,61,0,61,..,28,4,25,0,25,..,53,0,59,0,59,..,62,13,76,0,76,..,93,13,109,0,107,..,65,8,73,3,72,..,41,3,49,0,44,..,3,0,3,0,3,..,115,14,128,0,135,..,43
SED53502,18325,..,..,..,..,18325,..,53,0,56,0,51,..,92,18,105,0,105,..,56,0,56,7,64,..,35,11,45,0,45,..,86,42,130,3,132,..,4,3,9,0,9,..,126,56,184,3,184,..,84,14,99,0,99,..,63,4,71,0,71,..,58,0,58,3,62,..,22,3,26,0,26,..,20,0,20,0,20,..,70,6,74,0,74,..,117,5,120,0,120,..,53,7,59,0,59,..,178,16,193,0,194,..,45,6,46,0,47,..,37,0,37,0,37,..,16,0,12,0,12,..,525,32,560,3,563,..,224,21,247,0,248,..,23,4,31,0,31,..,8,5,10,0,10,..,12,5,14,0,14,..,13,0,13,0,14,..,139,3,141,0,149,..,15,0,16,0,17,..,55,8,60,0,61,..,18,7,23,0,23,..,13,0,12,0,12,..,9,0,9,0,9,..,26,4,26,0,26,..,224
SED53602,11817,..,..,..,..,11817,..,16,0,16,0,16,..,738,120,866,0,864,..,30,0,31,0,31,..,161,74,235,0,234,..,201,76,272,0,275,..,34,7,42,0,42,..,391,159,547,5,550,..,43,15,55,0,56,..,71,0,69,0,76,..,28,0,28,5,35,..,96,14,117,6,115,..,36,3,36,0,35,..,115,15,137,0,137,..,137,8,146,0,146,..,23,0,21,0,21,..,334,26,360,9,372,..,70,0,65,0,65,..,205,8,215,0,214,..,25,0,21,0,21,..,935,69,1004,14,1017,..,279,33,315,0,317,..,19,0,24,0,24,..,56,16,76,0,84,..,9,3,16,0,16,..,527,77,607,7,606,..,23,5,27,0,27,..,115,28,142,0,142,..,61,8,71,0,78,..,78,8,87,0,85,..,27,6,30,0,30,..,7,5,5,0,10,..,142,37,181,0,181,..,78
SED53701,16692,..,..,..,..,16692,..,73,4,72,0,72,..,14,4,17,0,13,..,54,4,53,0,55,..,0,5,5,0,5,..,21,17,39,0,43,..,0,0,0,0,0,..,23,21,44,0,48,..,10,0,10,0,10,..,22,3,26,0,26,..,46,0,50,0,50,..,4,4,9,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,6,0,6,..,7,0,7,0,7,..,11,0,11,0,11,..,4,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,28,4,29,0,29,..,36,0,36,0,35,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,8,0,8,..,10,0,8,0,8,..,0,0,0,0,0,..,9,0,9,0,9,..,9,0,13,0,13,..,6,0,6,0,6,..,7,4,7,0,7,..,0,0,0,0,0,..,38
SED53802,13470,..,..,..,..,13470,..,36,0,36,0,36,..,314,84,398,4,400,..,11,0,11,0,11,..,305,122,427,0,432,..,454,157,607,16,624,..,59,7,65,0,65,..,822,284,1101,14,1120,..,63,4,66,0,66,..,95,0,95,0,94,..,46,4,48,0,48,..,200,17,213,0,213,..,17,0,16,0,16,..,174,14,190,3,197,..,182,12,198,5,201,..,76,0,75,0,77,..,330,26,355,8,363,..,67,0,67,0,67,..,249,9,258,0,255,..,29,3,33,0,33,..,1126,63,1190,16,1208,..,679,69,753,6,756,..,41,0,45,0,45,..,13,0,13,0,13,..,65,25,88,3,92,..,231,31,265,0,264,..,92,6,92,0,92,..,130,25,157,0,157,..,84,5,89,0,89,..,105,13,120,4,121,..,29,0,28,0,26,..,7,4,10,0,8,..,173,21,192,0,192,..,94
SED53902,14618,..,..,..,..,14618,..,23,0,30,0,30,..,125,15,134,0,134,..,7,0,7,0,7,..,205,66,266,3,276,..,327,87,416,0,419,..,38,10,41,0,41,..,567,160,725,3,736,..,54,3,54,0,54,..,111,3,117,0,115,..,56,6,55,0,55,..,132,16,149,3,148,..,15,0,15,0,15,..,97,3,100,0,100,..,95,0,95,0,102,..,85,5,92,0,92,..,97,8,106,0,106,..,63,0,62,0,62,..,137,6,145,0,145,..,25,0,25,0,25,..,622,29,646,3,654,..,503,53,554,5,556,..,59,13,70,0,70,..,4,7,8,0,8,..,50,15,62,0,66,..,128,10,133,0,133,..,66,3,72,0,72,..,77,9,92,0,92,..,64,9,71,3,75,..,73,8,82,4,82,..,33,0,40,0,40,..,0,0,0,0,0,..,105,12,111,0,111,..,17
SED54006,19071,..,..,..,..,19071,..,97,0,97,0,97,..,15,0,15,0,15,..,25,0,25,0,26,..,12,3,12,0,13,..,55,27,78,0,78,..,5,0,4,0,0,..,64,27,97,3,95,..,3,0,3,0,3,..,17,7,22,0,22,..,26,4,27,0,27,..,5,0,5,0,5,..,4,0,7,0,7,..,12,0,12,0,12,..,14,0,14,0,14,..,0,0,0,0,0,..,4,0,8,0,8,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,40,0,45,0,45,..,206,10,217,0,221,..,7,0,9,0,9,..,4,0,4,0,4,..,6,11,17,0,17,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,128
SED54104,17234,..,..,..,..,17234,..,66,0,71,0,67,..,104,10,104,0,104,..,8,0,8,0,8,..,230,20,246,0,247,..,879,128,1002,8,1014,..,56,8,64,0,69,..,1162,151,1315,10,1326,..,25,0,24,0,24,..,205,5,206,0,209,..,94,7,104,0,104,..,52,0,52,0,52,..,53,0,57,0,57,..,34,0,34,0,34,..,120,4,125,0,125,..,24,0,26,0,26,..,34,0,34,0,34,..,57,0,55,0,58,..,75,0,73,5,80,..,45,0,45,0,45,..,437,14,454,6,456,..,187,10,192,0,197,..,159,18,180,4,184,..,0,0,0,0,0,..,64,12,78,0,78,..,8,0,8,0,8,..,59,0,60,3,63,..,134,16,146,3,146,..,44,0,49,0,48,..,75,0,79,0,79,..,51,4,52,0,52,..,0,0,0,0,0,..,31,11,37,0,37,..,30
SED54203,8473,..,..,..,..,8473,..,25,0,26,0,26,..,11,3,13,0,16,..,654,55,711,13,723,..,0,0,6,0,6,..,33,0,41,0,41,..,3,0,3,0,3,..,44,6,47,0,47,..,24,7,28,0,26,..,26,0,24,0,24,..,21,4,29,0,29,..,6,0,6,0,11,..,0,0,0,0,0,..,4,0,4,0,4,..,14,0,14,0,14,..,3,0,3,0,3,..,9,0,9,0,9,..,16,0,16,0,16,..,9,0,9,0,9,..,0,0,0,0,0,..,57,0,57,0,56,..,32,6,36,0,36,..,10,0,15,0,13,..,0,0,0,0,0,..,6,4,3,0,9,..,5,0,5,0,5,..,10,0,10,0,10,..,10,0,10,0,10,..,9,0,6,0,6,..,25,6,32,0,32,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,12,0,12,..,37
SED54304,18447,..,..,..,..,18447,..,53,0,53,0,53,..,155,12,162,0,163,..,23,0,23,0,23,..,345,74,415,3,420,..,869,174,1046,10,1048,..,59,13,70,0,70,..,1267,264,1529,13,1547,..,38,0,42,0,38,..,191,7,195,0,198,..,116,4,121,0,122,..,136,16,156,0,161,..,60,0,61,0,61,..,48,0,45,0,50,..,196,11,200,0,203,..,131,8,130,0,130,..,50,0,50,0,50,..,45,0,45,0,45,..,95,0,95,0,94,..,55,0,58,0,58,..,668,19,685,3,691,..,474,44,523,4,529,..,185,38,230,6,237,..,3,0,4,0,4,..,160,51,212,0,209,..,79,16,96,0,96,..,56,4,60,0,60,..,132,10,144,3,152,..,80,6,90,0,92,..,186,10,199,3,199,..,57,0,58,0,62,..,6,0,3,0,3,..,70,4,75,0,75,..,74
SED54403,17421,..,..,..,..,17421,..,121,0,121,0,121,..,46,0,48,0,48,..,755,41,799,7,810,..,22,3,29,0,30,..,126,20,149,0,146,..,3,4,7,0,7,..,159,27,187,0,188,..,14,6,15,0,15,..,69,0,76,0,79,..,40,0,36,4,44,..,23,0,28,0,29,..,19,0,19,0,19,..,67,3,68,0,68,..,79,4,89,0,89,..,27,0,30,0,30,..,54,0,57,0,57,..,50,0,50,0,50,..,44,0,44,0,43,..,25,0,23,0,24,..,358,12,373,3,373,..,42,5,48,0,48,..,3,0,3,0,3,..,5,8,4,0,4,..,15,3,18,0,18,..,20,0,22,0,22,..,37,0,37,0,40,..,11,0,12,0,12,..,13,0,13,0,13,..,28,0,33,0,33,..,15,0,15,0,15,..,17,0,17,0,17,..,20,0,20,0,20,..,208
SED54505,13358,..,..,..,..,13358,..,58,0,58,0,58,..,157,14,166,0,170,..,3,0,4,0,4,..,738,131,868,3,873,..,2112,443,2555,22,2578,..,164,15,174,0,174,..,3013,588,3602,30,3627,..,11,0,13,0,13,..,55,4,60,0,60,..,64,0,65,0,65,..,34,3,35,0,33,..,171,0,174,0,174,..,107,0,107,0,107,..,337,10,347,3,351,..,31,0,31,0,31,..,188,12,198,0,198,..,364,5,366,0,366,..,209,4,219,5,215,..,111,3,118,0,117,..,1526,34,1558,7,1565,..,89,5,93,0,96,..,59,3,60,0,60,..,5,0,8,0,8,..,275,69,345,6,346,..,0,0,0,0,0,..,449,11,458,0,458,..,124,7,130,0,130,..,32,4,34,0,34,..,35,4,36,7,38,..,30,7,40,0,40,..,4,0,10,0,10,..,16,0,16,0,16,..,18
SED54605,17308,..,..,..,..,17308,..,68,0,68,0,68,..,32,6,37,0,37,..,12,0,18,0,18,..,18,9,16,0,16,..,46,19,61,0,61,..,0,5,4,0,4,..,62,21,84,0,84,..,39,4,44,0,44,..,39,0,41,4,40,..,69,3,69,0,69,..,3,0,11,0,11,..,5,0,3,0,3,..,4,0,4,0,4,..,20,0,20,0,20,..,10,0,8,0,8,..,18,9,21,0,24,..,5,0,5,0,5,..,8,0,8,0,8,..,0,0,0,0,0,..,72,5,77,0,76,..,54,6,56,0,56,..,15,0,15,0,15,..,0,0,0,0,0,..,9,0,9,0,9,..,10,0,10,0,10,..,4,0,4,0,4,..,12,0,12,0,12,..,27,0,27,0,27,..,43,8,52,0,52,..,16,0,14,0,14,..,14,0,18,0,19,..,71,22,92,0,92,..,37
SED54701,15933,..,..,..,..,15933,..,167,3,170,0,176,..,5,0,7,0,7,..,33,0,33,0,33,..,11,6,17,0,17,..,25,11,31,0,34,..,0,0,0,0,0,..,35,18,50,0,50,..,0,0,0,0,0,..,27,0,25,0,25,..,43,0,43,0,51,..,6,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,13,0,13,0,13,..,4,0,4,0,4,..,12,0,19,0,19,..,14,0,13,0,16,..,5,0,5,0,5,..,0,0,0,0,0,..,53,4,55,0,57,..,39,0,44,0,44,..,0,0,3,0,3,..,3,0,3,0,3,..,5,0,4,0,4,..,0,0,0,0,0,..,18,0,18,0,18,..,6,0,6,0,6,..,6,0,6,0,6,..,11,0,11,4,11,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,89
SED54804,17666,..,..,..,..,17666,..,83,0,87,0,84,..,75,6,89,0,89,..,12,0,12,0,12,..,94,14,112,0,112,..,273,50,326,3,329,..,18,0,15,0,15,..,385,74,454,8,457,..,27,9,36,0,36,..,117,10,123,0,125,..,119,10,123,0,124,..,60,5,64,0,67,..,8,0,8,0,8,..,45,0,54,0,54,..,47,5,46,0,46,..,10,0,9,0,9,..,21,0,23,0,23,..,19,0,17,0,17,..,9,0,12,0,12,..,20,0,20,0,20,..,181,9,191,0,191,..,280,14,299,0,298,..,76,11,82,0,89,..,6,0,6,0,6,..,14,3,20,0,20,..,34,5,37,0,37,..,13,0,17,0,17,..,88,9,93,0,93,..,67,8,69,0,72,..,277,26,303,5,303,..,48,3,57,0,57,..,0,0,0,0,0,..,62,5,67,0,67,..,6
SED54905,15886,..,..,..,..,15886,..,52,0,57,0,57,..,139,15,158,0,159,..,18,0,18,4,21,..,263,28,288,3,292,..,619,107,726,9,731,..,62,6,69,0,69,..,940,141,1080,7,1087,..,30,3,30,0,33,..,109,8,114,0,114,..,59,0,59,0,62,..,54,0,60,0,60,..,31,0,31,0,31,..,31,0,31,6,32,..,100,0,98,0,98,..,70,6,80,0,80,..,48,0,48,0,48,..,57,0,61,0,61,..,97,0,99,0,105,..,37,0,37,0,37,..,469,12,484,5,491,..,169,12,180,7,183,..,73,13,88,0,89,..,7,4,8,0,8,..,75,17,92,0,92,..,18,0,18,0,18,..,57,0,57,0,56,..,150,11,166,0,167,..,56,0,54,0,61,..,49,3,57,0,57,..,30,0,29,0,29,..,0,0,0,0,0,..,26,0,29,0,32,..,36
SED55005,15164,..,..,..,..,15164,..,128,0,128,0,128,..,478,25,501,6,504,..,25,0,25,0,24,..,312,63,379,0,379,..,1124,439,1568,15,1581,..,92,11,102,4,106,..,1534,514,2047,17,2063,..,5,0,5,0,5,..,66,5,75,0,75,..,33,0,33,0,33,..,15,0,15,0,15,..,145,5,148,0,150,..,110,0,111,0,111,..,310,7,324,0,325,..,38,3,40,6,42,..,707,80,781,16,798,..,170,6,175,0,179,..,405,8,412,4,418,..,103,5,102,0,102,..,1990,115,2105,34,2135,..,74,14,86,0,86,..,25,0,25,0,26,..,34,5,36,0,36,..,66,31,98,0,98,..,5,0,3,0,3,..,335,14,351,7,355,..,156,25,177,3,178,..,26,4,27,0,27,..,24,5,27,0,31,..,15,3,18,0,18,..,16,0,18,0,13,..,21,3,27,0,27,..,142
SED55102,19464,..,..,..,..,19464,..,196,0,201,0,201,..,126,23,148,0,147,..,35,0,41,0,41,..,25,3,28,0,25,..,77,4,84,0,78,..,9,0,10,0,10,..,102,11,118,4,117,..,46,3,52,0,48,..,68,0,68,5,66,..,63,0,65,0,64,..,20,0,20,0,23,..,14,0,17,0,17,..,75,4,76,0,76,..,87,5,94,4,98,..,11,0,11,0,11,..,348,22,369,3,374,..,25,4,28,0,29,..,33,5,35,0,35,..,5,0,5,0,5,..,591,35,633,8,643,..,122,13,135,0,135,..,23,7,27,0,27,..,9,0,9,0,9,..,10,0,11,0,11,..,20,0,19,0,19,..,29,3,27,0,29,..,20,6,22,0,22,..,44,0,44,0,44,..,14,0,17,0,17,..,16,0,16,0,16,..,5,0,5,0,5,..,14,4,21,0,24,..,73
SED55202,14752,..,..,..,..,14752,..,40,3,47,0,45,..,347,44,399,7,403,..,32,3,34,0,33,..,215,62,273,3,278,..,499,198,696,9,705,..,63,16,75,0,75,..,767,274,1045,16,1058,..,9,3,16,0,16,..,63,5,69,0,69,..,34,3,37,0,40,..,13,0,19,0,19,..,158,16,164,0,172,..,39,0,39,0,39,..,153,11,161,0,160,..,32,0,33,0,34,..,479,53,533,6,541,..,77,8,83,0,83,..,366,14,381,6,388,..,70,3,69,0,69,..,1364,99,1455,13,1474,..,100,10,117,0,117,..,25,6,35,0,35,..,34,8,42,0,42,..,67,32,94,0,99,..,6,0,6,0,6,..,131,13,145,0,143,..,105,20,123,0,126,..,31,5,32,0,32,..,18,0,17,0,17,..,17,0,21,0,21,..,27,5,30,0,30,..,20,14,29,0,29,..,277
