SED_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
SED55706,56,1021,125,1194,37,640,68,737,113,1543,235,1889,202,1959,289,2454,333,2321,387,3038,429,2644,285,3355,364,2610,248,3222,157,1225,126,1519,41,304,57,404,1739,14268,1820,17821,62,915,119,1099,44,501,73,613,178,1609,153,1945,392,2170,232,2792,542,2194,273,3015,671,2571,259,3502,464,2428,225,3124,165,1142,142,1447,29,409,77,515,2549,13942,1557,18046,120,1929,245,2300,74,1141,135,1355,289,3159,387,3828,593,4126,525,5249,880,4519,659,6052,1104,5208,543,6861,833,5038,477,6345,321,2373,272,2963,71,716,135,924,4290,28205,3375,35874
SED55802,64,1537,83,1688,60,1580,69,1709,213,3845,278,4336,298,3529,247,4067,298,2568,178,3047,321,2230,129,2679,161,1318,63,1547,85,623,33,741,18,194,23,235,1519,17427,1103,20053,87,1420,65,1572,111,1549,100,1754,388,4062,321,4770,496,3306,241,4050,532,2640,146,3324,572,2086,108,2762,223,1332,68,1629,89,734,58,885,9,320,21,352,2518,17456,1126,21100,155,2955,155,3258,165,3129,165,3464,599,7908,596,9109,802,6830,485,8117,831,5212,323,6368,887,4311,237,5439,388,2656,129,3170,174,1362,92,1629,32,515,43,591,4037,34877,2233,41149
SED55905,41,967,55,1069,68,1205,91,1369,150,2454,199,2804,214,2152,205,2566,266,2066,138,2472,409,1902,115,2417,245,1536,95,1876,144,941,117,1197,40,311,103,453,1576,13532,1118,16226,57,1045,79,1178,96,1242,78,1413,233,2457,178,2867,363,2154,149,2663,562,1957,104,2622,639,1940,95,2671,391,1709,106,2216,156,1149,141,1438,34,544,194,766,2530,14200,1109,17837,95,2011,136,2245,164,2449,168,2780,384,4914,376,5670,577,4302,349,5229,829,4026,244,5098,1049,3843,202,5089,639,3250,206,4092,294,2088,254,2638,74,851,294,1222,4111,27729,2228,34066
SED59494,12,65,44,118,14,157,133,295,27,402,391,822,38,359,531,926,36,297,514,842,29,303,331,667,25,269,152,444,3,64,48,118,0,7,9,14,175,1922,2149,4247,12,74,60,147,12,141,103,256,21,404,266,692,55,277,284,613,38,213,219,468,43,278,160,477,24,197,95,316,0,23,14,38,0,5,12,16,205,1613,1215,3030,22,137,104,261,24,297,237,562,51,803,659,1512,88,637,809,1543,67,508,737,1313,70,578,493,1144,50,467,243,758,5,92,61,155,0,12,23,30,380,3536,3360,7285
SED59797,0,3,7,7,0,9,13,25,0,54,44,99,6,82,71,157,0,54,46,103,0,30,20,55,0,6,4,14,0,0,0,0,0,0,0,0,15,243,202,455,0,0,0,3,0,5,5,11,0,8,3,14,0,9,3,11,0,5,8,9,0,5,0,3,0,5,0,4,0,0,0,0,0,0,0,0,0,39,19,61,0,5,3,6,0,15,15,31,0,67,46,116,6,90,80,170,0,61,48,109,0,35,21,62,0,9,3,18,0,0,0,0,0,0,0,0,15,280,222,516
SED60105,31,618,16,661,36,657,50,742,111,1629,102,1847,140,1213,80,1431,192,1152,47,1391,181,1051,65,1291,136,943,59,1147,71,649,59,778,29,243,41,317,923,8160,528,9606,32,639,18,692,49,683,33,767,163,1599,66,1820,233,1204,39,1480,328,1188,58,1578,345,1040,54,1433,256,1100,75,1429,111,837,68,1020,27,497,78,601,1543,8784,488,10814,62,1260,35,1357,80,1338,87,1507,270,3227,167,3665,375,2413,118,2907,522,2345,106,2973,528,2086,115,2726,392,2040,137,2568,179,1484,125,1792,57,743,120,917,2463,16946,1007,20420
SED60106,14,159,22,204,9,141,19,168,23,334,34,396,35,294,36,367,57,355,28,440,83,498,45,624,68,516,55,638,35,237,32,300,7,62,24,93,334,2597,287,3222,9,136,19,164,7,138,9,152,38,301,17,360,72,295,33,402,98,351,24,477,147,485,51,686,96,424,51,573,34,251,46,332,11,86,52,149,515,2472,308,3294,23,298,44,371,15,278,24,318,61,634,54,756,109,587,69,761,161,708,50,915,232,984,96,1314,167,942,103,1209,70,492,74,636,18,140,78,238,851,5073,592,6516
SED60113,38,1029,51,1120,44,911,40,998,139,1960,111,2215,171,1781,83,2039,298,1901,123,2321,327,2117,123,2567,287,1910,131,2326,149,976,81,1213,32,251,56,336,1492,12842,798,15133,50,1000,48,1093,63,811,41,910,204,1903,94,2203,333,1883,99,2324,503,2019,93,2621,661,2043,109,2819,413,1903,133,2451,157,1082,119,1349,27,376,75,474,2408,13025,807,16239,90,2025,103,2213,105,1720,85,1908,346,3865,206,4418,505,3671,186,4362,799,3922,212,4937,989,4159,233,5382,704,3810,259,4778,300,2064,196,2563,54,627,126,815,3901,25864,1611,31373
SED60115,56,980,132,1167,79,1268,153,1509,235,2666,271,3172,253,1873,163,2289,295,1887,178,2368,360,1981,138,2484,238,1700,145,2085,126,931,93,1143,24,256,27,312,1675,13543,1305,16520,80,930,97,1104,108,1084,129,1314,349,2372,227,2949,458,1790,138,2387,541,1793,124,2461,574,1866,117,2561,333,1731,145,2206,137,997,102,1233,20,429,41,493,2600,12985,1130,16709,137,1912,227,2274,187,2350,286,2818,588,5033,499,6124,708,3659,302,4675,837,3684,305,4831,937,3851,258,5039,574,3427,285,4288,258,1922,196,2378,40,684,70,799,4273,26525,2429,33231
SED60207,40,975,59,1078,48,885,51,987,122,2028,138,2285,192,1601,121,1915,322,1865,122,2311,386,1923,144,2449,324,2012,156,2492,167,1168,118,1449,33,315,61,409,1640,12777,961,15375,67,876,44,988,77,850,40,971,280,2014,133,2431,393,1657,80,2138,541,1871,103,2519,648,1983,138,2772,476,2101,163,2739,178,1278,142,1594,26,544,84,653,2679,13173,935,16789,107,1857,108,2062,125,1738,91,1953,401,4040,266,4706,587,3263,208,4054,863,3738,228,4826,1029,3904,278,5219,802,4120,315,5231,341,2440,257,3042,64,853,144,1057,4319,25950,1896,32167
SED60208,48,801,88,944,42,731,45,818,124,1529,106,1755,200,1332,117,1650,250,1592,128,1975,335,1936,121,2395,283,1631,134,2052,149,895,87,1132,30,244,38,317,1464,10698,864,13022,42,825,68,935,79,734,50,863,244,1523,91,1857,334,1357,92,1788,476,1629,112,2216,590,1865,106,2564,395,1655,112,2158,158,1011,120,1290,18,436,32,486,2339,11044,780,14165,92,1627,155,1873,125,1462,94,1683,366,3056,195,3614,534,2689,211,3437,729,3225,243,4192,929,3804,226,4952,670,3289,247,4215,310,1907,207,2427,51,680,71,801,3802,21740,1643,27186
SED60209,38,908,102,1049,53,856,88,994,123,1904,158,2187,236,1640,172,2052,312,1927,195,2433,412,2193,178,2778,279,1986,169,2438,156,1007,126,1289,32,283,55,370,1641,12709,1246,15599,56,848,101,1000,65,818,58,940,258,1799,157,2211,408,1652,150,2213,481,1860,162,2501,648,2084,147,2888,414,1871,171,2451,147,1095,133,1380,21,466,65,557,2504,12494,1147,16145,95,1760,205,2053,114,1674,144,1933,380,3696,319,4404,652,3297,324,4270,791,3789,358,4941,1060,4276,328,5667,691,3854,347,4889,300,2102,257,2667,52,755,118,925,4141,25205,2395,31744
SED60301,22,443,32,495,33,425,16,475,94,1191,60,1346,106,857,49,1003,125,761,55,936,140,763,44,947,70,561,29,658,61,340,48,451,17,139,7,167,672,5475,343,6483,35,391,32,454,44,375,23,444,132,1071,60,1269,205,809,49,1058,198,742,43,981,227,768,56,1046,141,628,41,807,61,517,59,630,8,205,29,243,1042,5500,392,6936,60,834,64,950,75,804,43,917,230,2261,122,2613,308,1662,94,2066,321,1503,97,1923,364,1525,94,1986,207,1189,67,1469,117,855,106,1085,31,339,38,410,1717,10974,733,13418
SED60302,44,788,55,878,67,1022,51,1139,235,3584,224,4036,225,2147,118,2491,267,1601,109,1977,332,1640,86,2061,208,1308,81,1605,108,710,69,883,25,287,36,347,1502,13090,830,15425,48,788,63,893,95,1015,53,1162,307,3149,218,3673,389,1927,121,2430,452,1521,87,2055,484,1579,72,2131,318,1481,92,1888,129,983,85,1196,31,510,55,597,2241,12955,843,16036,87,1579,111,1777,161,2041,105,2302,540,6734,440,7714,612,4074,233,4921,716,3120,195,4035,816,3217,160,4195,528,2791,176,3493,237,1689,156,2081,58,799,89,947,3744,26043,1676,31461
SED60303,30,896,43,969,68,1184,76,1324,188,3188,248,3627,174,2026,144,2343,294,1838,114,2250,332,1582,89,2002,212,1433,86,1732,89,652,51,796,32,198,17,247,1430,12989,869,15286,41,862,43,947,81,1287,67,1432,231,3220,187,3642,292,2092,106,2488,483,1802,98,2386,569,1578,98,2241,350,1392,83,1824,118,764,82,964,25,385,61,473,2196,13378,830,16400,69,1759,86,1917,142,2467,141,2755,423,6403,440,7263,467,4118,246,4835,782,3639,219,4636,900,3154,182,4242,560,2822,169,3553,209,1419,132,1759,59,578,83,725,3623,26365,1698,31689
SED60304,0,9,0,9,0,3,0,4,4,17,0,21,5,23,0,25,7,24,0,25,8,20,0,28,0,16,5,19,3,10,0,14,0,0,0,0,28,119,5,155,0,5,0,8,0,5,0,6,0,13,0,15,5,17,0,20,3,30,0,41,7,15,0,24,5,11,0,21,0,6,0,5,0,0,0,0,20,110,8,140,0,20,0,22,0,13,5,11,11,34,0,42,4,39,0,43,11,55,0,63,10,35,5,52,7,25,8,39,3,16,0,16,0,0,0,0,45,234,12,293
SED60310,28,599,19,639,32,736,34,803,80,1543,105,1725,101,1002,55,1153,164,979,50,1190,211,913,53,1173,168,983,51,1202,76,540,24,643,27,178,8,218,882,7467,402,8751,33,566,24,626,51,645,27,727,94,1499,96,1695,156,1050,47,1252,280,1030,40,1351,351,925,44,1327,275,991,64,1331,112,584,30,724,19,347,16,389,1388,7633,395,9413,64,1166,44,1270,83,1379,64,1530,175,3045,199,3414,254,2053,105,2410,444,2009,88,2546,567,1840,102,2498,441,1972,119,2528,187,1119,57,1367,51,524,26,604,2271,15100,793,18169
SED60404,54,966,70,1089,43,703,53,803,132,1464,114,1710,206,1831,111,2150,339,1913,117,2364,379,2091,169,2640,299,1990,164,2458,145,916,97,1151,23,179,44,250,1633,12043,938,14615,46,824,42,907,55,622,52,730,190,1548,115,1856,376,1871,107,2361,532,1853,125,2505,623,2047,144,2812,384,1859,139,2381,115,861,102,1086,18,295,51,367,2342,11778,874,14988,95,1783,108,1998,99,1323,104,1525,327,3011,228,3563,587,3708,214,4510,869,3757,235,4865,1006,4134,311,5450,685,3849,303,4833,257,1779,200,2239,39,477,96,612,3968,23822,1812,29602
SED60410,24,423,12,458,25,425,16,464,78,1143,45,1271,82,904,25,1012,114,656,33,812,130,595,18,740,94,618,20,736,64,406,21,489,19,134,6,167,634,5306,206,6142,17,375,11,409,34,391,17,440,93,1215,42,1344,169,902,40,1109,229,734,27,986,206,679,24,912,159,787,37,988,97,501,39,640,12,207,17,238,1023,5792,257,7072,39,799,25,871,57,815,34,908,174,2356,83,2616,251,1805,68,2126,347,1389,63,1802,335,1274,39,1653,255,1405,58,1718,160,906,63,1131,35,344,27,400,1661,11098,459,13215
SED60411,42,684,34,767,41,761,43,841,121,2052,104,2274,168,1662,71,1904,267,1447,63,1775,346,1407,74,1818,256,1460,73,1786,155,962,84,1203,37,385,60,486,1431,10821,604,12853,40,688,35,767,47,689,33,769,160,1974,79,2210,305,1681,66,2047,419,1475,53,1951,563,1528,69,2159,389,1690,105,2185,184,1237,105,1523,32,723,89,845,2141,11677,639,14460,83,1368,72,1525,83,1449,75,1606,283,4025,185,4490,471,3342,135,3951,687,2920,118,3730,906,2939,135,3985,644,3152,176,3972,342,2200,192,2727,63,1105,156,1331,3566,22499,1248,27314
SED60414,32,724,61,815,45,675,80,800,122,1627,252,2002,159,1418,246,1824,220,1331,123,1680,275,1344,107,1722,207,1119,77,1401,62,480,48,588,10,98,13,121,1124,8820,1008,10945,34,674,36,742,52,639,34,723,207,1671,100,1979,292,1492,103,1888,347,1321,60,1726,452,1325,51,1830,272,1076,65,1410,93,564,53,702,5,160,22,185,1758,8927,514,11202,64,1394,99,1554,96,1315,121,1527,329,3295,354,3980,458,2915,346,3715,573,2653,181,3407,723,2665,155,3551,473,2199,136,2809,151,1046,98,1294,16,260,34,311,2877,17749,1523,22147
SED60501,35,616,78,730,45,591,62,690,101,1058,103,1264,139,1011,147,1299,153,1094,125,1373,198,1196,107,1493,147,968,104,1222,61,418,43,525,9,83,15,110,892,7046,778,8710,45,525,91,664,51,559,70,683,228,1102,129,1455,318,960,105,1380,306,987,88,1381,286,1057,96,1443,188,917,86,1193,57,419,58,531,10,122,25,155,1480,6649,753,8885,73,1142,175,1392,98,1153,128,1376,330,2157,232,2718,454,1977,244,2682,457,2083,217,2751,483,2254,201,2938,335,1888,195,2417,122,839,102,1058,21,206,39,265,2373,13690,1534,17596
SED60505,19,266,8,295,18,232,10,265,25,522,20,568,42,475,23,540,85,549,31,667,100,623,18,745,71,492,22,583,38,267,17,331,7,83,8,95,417,3515,161,4097,10,243,5,263,22,252,8,275,51,507,15,574,97,497,20,612,159,589,25,772,168,559,22,744,103,526,26,662,44,375,23,437,17,143,13,165,655,3687,163,4505,29,509,18,556,34,487,19,539,80,1027,29,1141,138,972,46,1153,244,1144,54,1437,263,1180,45,1490,177,1018,48,1245,82,644,40,773,25,217,17,261,1068,7208,322,8601
SED60506,28,683,65,777,37,613,45,698,94,1379,103,1574,142,1275,106,1520,259,1487,110,1857,348,1902,167,2411,292,2002,181,2473,144,970,104,1211,21,262,31,314,1368,10568,905,12834,44,589,66,702,48,608,43,696,178,1344,93,1619,264,1280,89,1632,426,1446,111,1987,609,1807,168,2587,380,1743,142,2265,143,945,132,1216,20,308,35,364,2107,10077,880,13063,73,1272,133,1475,87,1219,85,1393,274,2721,193,3191,407,2549,194,3154,685,2938,221,3842,959,3707,330,4999,670,3746,323,4739,279,1917,231,2423,38,572,73,682,3472,20641,1786,25902
SED60508,9,114,15,140,5,107,11,121,25,221,33,278,28,206,21,259,54,283,26,366,65,416,35,510,54,302,37,396,13,141,15,176,0,30,7,40,254,1827,192,2275,5,108,14,132,5,79,8,100,30,187,18,232,43,216,27,286,76,287,32,396,109,325,35,467,62,269,25,351,19,112,19,152,4,46,4,49,363,1619,180,2166,17,226,29,271,13,180,21,214,49,410,47,505,73,420,53,544,132,567,58,760,176,739,66,981,118,575,60,750,35,257,33,324,9,74,9,89,611,3444,378,4438
SED60512,50,814,102,962,36,744,61,834,125,1783,135,2041,201,1554,116,1879,268,1703,129,2104,401,2156,183,2743,322,2010,198,2533,142,925,109,1172,23,223,34,274,1563,11910,1066,14545,57,653,65,779,43,695,49,792,236,1768,143,2146,388,1440,140,1975,478,1628,132,2238,627,1979,171,2778,373,1818,158,2347,132,839,93,1064,15,289,41,344,2341,11119,1003,14458,109,1467,164,1737,81,1440,107,1631,354,3551,280,4181,590,2995,264,3847,747,3335,264,4346,1023,4136,360,5522,691,3829,355,4875,274,1767,200,2233,42,509,70,622,3908,23026,2068,29000
SED60514,10,216,11,230,11,236,10,258,49,564,31,640,59,557,26,636,70,493,21,587,88,530,20,641,84,486,24,591,33,223,23,276,12,59,0,76,417,3358,169,3937,6,194,15,219,12,243,8,272,71,567,26,664,113,552,26,690,122,518,23,662,186,509,21,713,107,486,24,617,35,265,24,321,4,94,10,101,658,3425,169,4254,17,410,25,453,25,479,17,528,120,1132,55,1305,171,1106,50,1329,193,1006,44,1246,272,1040,34,1352,189,968,50,1212,67,485,49,603,15,156,10,172,1073,6784,337,8195
SED69494,5,25,9,43,4,54,9,71,6,88,40,135,11,69,29,99,12,87,29,130,11,61,32,104,0,48,48,90,0,13,4,18,0,0,0,0,54,437,198,689,7,36,11,48,8,36,10,53,13,74,11,92,15,62,21,97,12,48,17,78,17,60,27,98,6,38,33,72,3,7,4,13,0,0,0,4,70,363,127,561,5,67,19,95,16,92,15,119,12,155,55,228,21,132,53,198,25,132,46,203,26,119,55,199,3,85,75,163,5,19,10,31,0,0,0,3,126,798,322,1248
SED69797,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,19
SED70001,34,348,47,423,44,315,18,375,82,625,76,785,70,507,58,636,51,447,47,547,31,301,38,371,16,91,15,124,3,26,7,30,0,0,0,3,321,2664,308,3295,34,278,35,345,59,298,12,375,114,660,89,860,78,507,56,646,70,420,66,554,42,259,37,338,15,100,21,135,0,16,0,25,0,8,0,8,417,2543,319,3280,62,625,82,769,102,618,34,754,198,1281,161,1645,152,1015,120,1280,125,871,108,1105,70,563,72,707,23,192,40,261,6,41,8,55,0,3,0,9,736,5213,624,6577
SED70002,16,251,25,288,3,209,19,233,47,778,87,914,68,695,59,820,40,519,32,596,36,454,38,527,21,239,24,281,8,76,6,84,0,12,0,13,242,3231,290,3762,16,247,18,281,24,227,23,276,84,908,75,1068,100,659,69,825,86,541,57,687,67,423,30,522,29,216,23,271,11,94,3,108,8,24,7,36,425,3347,306,4078,27,497,44,570,33,437,37,505,133,1688,167,1989,162,1351,127,1646,131,1060,91,1281,103,874,68,1055,56,459,42,552,23,166,12,198,3,37,3,48,670,6579,597,7843
SED70003,50,314,42,408,75,319,68,461,120,703,135,951,83,513,110,713,61,374,71,509,35,248,46,322,9,119,23,154,3,25,8,35,0,8,0,8,436,2619,505,3556,57,292,38,388,67,309,40,414,130,688,94,908,139,519,65,714,85,377,49,511,55,260,32,346,21,104,10,132,0,20,4,24,0,3,0,3,549,2577,325,3456,101,608,81,799,140,626,106,877,245,1383,229,1858,221,1036,170,1425,150,755,122,1023,88,507,77,671,30,222,36,288,5,43,11,59,0,8,0,8,984,5194,831,7016
SED70004,13,258,47,320,31,266,65,362,60,534,142,737,47,385,108,533,50,358,94,501,28,340,77,449,11,210,47,274,5,71,12,88,0,9,0,7,256,2430,588,3271,16,233,52,300,24,262,53,340,77,555,110,744,77,415,76,568,55,378,59,499,52,320,60,430,20,186,23,221,9,53,6,68,0,13,0,13,342,2411,432,3177,31,487,102,618,52,526,125,698,140,1090,244,1480,126,796,184,1107,109,735,150,997,86,664,132,879,28,394,67,494,11,122,16,151,0,20,0,21,591,4836,1025,6452
SED70005,12,255,26,293,8,278,39,330,37,637,107,779,52,506,76,629,52,427,67,547,34,282,34,346,17,158,26,202,4,49,5,62,0,6,0,9,212,2601,386,3201,12,224,25,263,10,235,20,268,79,659,101,844,83,519,86,687,96,422,53,570,56,270,43,364,19,156,35,214,5,56,15,75,0,15,5,22,365,2558,391,3314,28,481,49,562,17,511,61,595,118,1294,211,1625,135,1024,163,1321,149,855,121,1121,85,547,84,716,42,315,63,411,8,109,19,137,0,22,12,32,579,5159,777,6518
SED70006,6,236,23,268,5,193,13,211,49,689,77,817,41,559,48,647,51,396,40,486,46,422,39,511,30,260,29,316,10,69,9,81,0,14,0,18,242,2844,271,3354,14,198,15,226,19,162,12,185,67,821,80,959,92,558,29,682,85,444,33,563,103,436,38,571,49,255,21,326,25,70,13,109,0,23,0,26,439,2965,250,3653,20,436,40,499,19,353,23,398,116,1506,157,1776,131,1119,79,1327,140,834,76,1047,150,854,84,1085,78,510,41,637,30,144,17,185,0,42,0,41,683,5804,520,7009
SED70007,11,257,19,290,17,252,28,296,41,597,65,707,73,563,62,698,73,462,49,579,42,303,23,371,15,149,7,163,5,57,7,76,0,23,0,28,266,2666,268,3200,13,263,15,286,12,241,29,278,96,677,71,846,109,615,46,768,80,469,44,600,52,286,20,358,28,165,18,211,4,62,8,68,6,32,0,33,398,2811,238,3457,29,517,29,581,30,490,52,570,139,1277,136,1548,179,1185,108,1470,149,932,95,1176,91,596,42,734,40,311,20,378,8,122,14,141,6,56,3,65,672,5479,508,6654
SED70008,19,228,15,258,9,283,40,335,43,733,85,859,59,597,76,733,71,442,50,563,52,342,33,434,31,284,28,337,13,148,20,186,0,46,3,55,300,3118,344,3756,18,197,14,228,9,276,29,316,65,741,88,895,86,625,68,777,94,467,44,600,84,333,30,443,67,269,41,374,23,142,21,182,4,74,5,85,448,3114,336,3898,34,425,33,490,18,558,66,646,103,1478,170,1751,140,1222,144,1505,162,905,90,1161,136,682,62,874,98,546,70,717,41,296,38,371,9,125,11,138,744,6231,680,7653
SED70009,30,259,60,348,20,234,51,303,53,498,110,671,59,427,111,603,57,478,127,665,56,506,116,677,37,395,83,521,0,131,39,174,0,11,4,16,321,2948,706,3975,30,234,58,321,24,214,48,289,89,498,91,675,85,448,92,626,94,435,90,620,85,426,90,605,61,294,78,436,10,73,25,102,0,11,0,9,480,2639,569,3693,64,491,122,676,48,447,101,595,141,1003,203,1346,145,876,205,1231,153,912,221,1287,141,935,203,1283,100,697,161,955,7,203,57,270,0,19,5,30,803,5581,1279,7670
SED70010,11,210,49,273,11,226,49,284,46,489,136,669,64,423,112,601,57,446,100,596,47,368,58,480,32,229,36,299,8,58,17,77,0,10,3,20,274,2460,558,3287,14,206,42,261,23,208,40,273,68,553,98,727,91,479,101,670,86,388,70,537,70,316,51,442,34,197,29,259,10,73,10,87,0,21,4,22,397,2441,443,3280,29,419,88,532,33,437,87,556,115,1046,232,1389,155,903,218,1272,142,829,164,1138,116,681,115,915,66,425,63,557,7,126,23,167,0,35,9,44,672,4902,1002,6570
SED70011,3,154,11,174,5,160,16,179,42,641,65,752,46,494,32,565,46,397,45,486,39,384,54,477,34,308,39,379,21,135,17,175,10,24,14,45,240,2705,290,3227,12,172,13,204,8,201,22,228,44,765,64,880,62,535,54,649,83,429,36,544,79,345,28,452,52,257,20,327,17,127,29,170,4,40,26,70,362,2872,284,3519,19,331,21,376,10,366,33,411,87,1408,133,1628,101,1029,86,1220,127,822,77,1027,118,729,83,924,85,559,63,710,39,264,46,343,5,65,45,111,599,5577,574,6748
SED70012,3,158,16,174,8,271,27,305,47,759,105,918,35,558,76,670,51,462,52,560,44,379,49,476,22,208,26,257,6,69,8,93,0,24,3,26,215,2888,370,3476,11,175,19,205,13,232,22,266,54,832,76,960,62,552,48,665,70,420,53,541,65,310,41,416,35,154,12,197,6,71,3,78,0,11,0,13,317,2752,273,3339,15,331,36,379,18,498,52,571,100,1596,180,1878,93,1107,124,1325,118,887,100,1102,107,695,93,891,55,362,36,456,18,137,12,173,4,31,3,36,529,5641,642,6817
SED70013,13,251,42,309,9,196,30,233,29,455,75,560,40,479,86,605,77,622,100,799,66,611,100,772,30,412,85,534,15,116,25,157,0,16,0,19,287,3161,556,4000,15,229,32,279,14,162,24,195,51,417,60,523,83,503,95,681,102,559,83,749,93,493,74,651,47,289,68,401,15,90,10,120,3,15,4,23,424,2760,451,3631,26,485,81,589,23,358,57,431,78,868,139,1084,125,982,179,1293,181,1181,181,1545,158,1098,174,1426,79,702,154,936,29,213,40,275,3,32,5,42,706,5912,1010,7633
SED70014,33,257,34,325,34,306,42,386,72,561,114,750,49,424,67,541,57,314,77,444,33,220,60,311,12,101,20,130,0,21,0,26,0,13,0,10,287,2217,422,2922,36,253,42,327,35,320,47,409,96,604,91,795,74,408,63,548,89,280,59,430,47,281,56,387,18,129,27,172,4,42,3,48,0,12,0,9,401,2330,389,3122,63,512,77,654,68,623,87,791,175,1169,206,1545,126,834,133,1089,146,592,138,879,79,500,117,697,24,227,43,299,5,65,5,75,3,24,0,23,687,4542,811,6047
SED70015,20,182,23,220,16,233,32,282,29,576,63,664,45,569,75,691,67,422,66,558,39,377,29,444,22,274,24,315,9,141,15,168,0,13,8,18,249,2786,325,3359,19,197,26,241,12,200,18,229,57,678,74,808,83,585,51,718,93,444,44,576,84,332,30,445,54,301,23,375,19,128,22,169,4,25,4,37,420,2886,292,3604,40,379,47,459,26,429,54,506,85,1253,132,1476,127,1156,128,1408,158,866,111,1135,120,709,58,886,75,571,48,693,31,268,38,338,6,36,8,56,674,5671,622,6962
