SED_CODE_2021,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
SED30068,188,1364,45,1599,110,1062,52,1227,129,1394,79,1605,257,1927,83,2268,442,2503,110,3051,420,2600,119,3142,522,2132,131,2778,276,1259,122,1657,56,363,112,533,2404,14607,854,17864,265,1182,52,1494,159,821,35,1019,198,1408,67,1672,470,2105,87,2654,619,2788,99,3509,599,2785,110,3498,657,2352,121,3125,342,1468,179,1991,60,582,244,880,3355,15490,990,19840,452,2546,96,3089,268,1884,92,2244,323,2811,149,3280,722,4035,165,4928,1059,5291,212,6563,1025,5388,229,6640,1175,4481,249,5902,618,2727,301,3643,114,942,356,1413,5759,30095,1842,37698
SED30069,251,1612,81,1947,185,1354,78,1613,282,2733,160,3172,499,3136,178,3814,607,3245,179,4030,490,2654,105,3241,459,1897,95,2448,193,900,52,1140,14,203,18,233,2970,17731,937,21636,298,1413,69,1777,232,1188,58,1476,399,2773,150,3319,807,3089,151,4051,838,3220,150,4204,623,2756,86,3465,524,1969,102,2599,205,921,61,1191,16,300,22,339,3946,17626,854,22425,549,3027,143,3728,417,2542,136,3093,679,5496,307,6486,1305,6230,331,7867,1449,6467,327,8236,1111,5405,192,6707,981,3866,201,5051,393,1823,122,2332,28,498,36,566,6915,35356,1790,44065
SED30070,103,1128,103,1332,57,940,80,1071,116,1849,130,2095,211,2027,144,2382,220,2402,187,2810,414,2901,171,3487,680,3757,229,4669,447,2260,177,2882,52,533,71,654,2290,17801,1284,21380,136,997,66,1204,91,845,53,989,218,2042,146,2406,387,2041,138,2558,353,2573,166,3092,567,3336,186,4099,935,3903,232,5077,445,2290,193,2927,47,643,133,818,3184,18667,1310,23164,236,2128,173,2534,146,1783,134,2064,334,3895,278,4509,594,4070,277,4940,579,4975,346,5897,986,6240,357,7583,1621,7662,453,9739,892,4552,369,5807,96,1174,203,1472,5474,36474,2591,44538
SED30071,121,1259,81,1463,102,1058,88,1250,175,1858,194,2231,298,2450,197,2953,402,3043,241,3690,447,3057,197,3704,572,2841,168,3585,256,1599,145,1992,53,522,53,624,2425,17684,1374,21483,182,1092,75,1350,140,863,83,1087,245,1913,154,2305,501,2509,187,3196,564,3339,214,4111,649,3436,193,4274,758,3224,186,4166,346,1835,174,2354,48,830,116,999,3431,19048,1379,23857,304,2353,160,2819,243,1918,172,2335,423,3780,344,4539,802,4958,391,6147,967,6383,453,7795,1094,6491,391,7983,1333,6063,352,7754,599,3427,317,4349,96,1355,176,1628,5853,36733,2754,45343
SED30072,178,1473,71,1723,112,1291,67,1462,194,2251,122,2567,301,2502,138,2941,398,2790,182,3366,409,3119,184,3710,525,2659,165,3346,270,1551,101,1930,33,482,52,566,2413,18113,1085,21613,220,1303,72,1585,153,1087,49,1291,257,2404,120,2782,492,2598,141,3232,580,3081,152,3809,579,3202,142,3916,681,2779,149,3618,297,1602,119,2021,41,683,69,789,3294,18746,1005,23049,395,2773,140,3311,266,2378,116,2759,453,4659,242,5348,787,5098,281,6167,976,5861,336,7175,980,6319,326,7629,1206,5442,312,6961,570,3158,223,3957,74,1165,124,1361,5712,36859,2094,44664
SED30073,253,1493,167,1918,147,1441,166,1761,319,3065,363,3748,409,2551,410,3363,414,2299,323,3037,360,2391,244,3003,385,1773,175,2326,148,975,105,1234,37,384,83,507,2471,16378,2040,20888,306,1283,129,1714,202,1480,159,1841,427,3112,281,3822,567,2586,252,3400,477,2500,203,3184,457,2473,158,3082,409,1787,149,2350,234,1282,160,1675,36,683,160,884,3116,17181,1645,21945,567,2774,292,3630,350,2923,327,3598,748,6179,642,7570,968,5136,659,6764,893,4798,533,6220,817,4861,402,6083,792,3556,325,4677,377,2255,272,2907,73,1069,241,1389,5587,33557,3687,42831
SED30074,234,1320,43,1593,139,1225,73,1437,271,2795,148,3213,458,3276,166,3895,524,2970,137,3633,380,2502,112,2992,407,1897,99,2404,176,1087,81,1341,27,363,60,446,2615,17436,910,20968,267,1179,40,1485,198,1054,46,1295,354,3012,129,3496,723,3364,117,4209,675,3117,114,3901,512,2763,92,3367,491,2123,103,2728,242,1416,114,1772,32,668,133,839,3499,18699,895,23089,496,2499,86,3079,336,2283,115,2735,623,5810,283,6717,1182,6637,284,8099,1200,6090,243,7537,894,5261,206,6360,898,4026,207,5129,420,2502,197,3114,61,1031,190,1281,6114,36135,1803,44055
SED30075,183,1412,163,1757,102,987,97,1189,223,1999,263,2485,398,2421,343,3164,510,3039,333,3891,569,3048,264,3886,652,2553,220,3419,316,1292,134,1742,39,340,69,455,2988,17098,1898,21986,221,1325,144,1689,150,903,72,1128,300,2121,215,2630,681,2461,220,3367,724,3066,277,4068,726,3052,236,4015,769,2394,205,3366,318,1233,150,1702,48,464,103,615,3934,17016,1622,22571,400,2734,309,3440,253,1894,171,2312,522,4117,476,5116,1084,4886,567,6534,1236,6112,608,7954,1298,6104,506,7906,1420,4944,426,6786,631,2524,285,3440,84,809,175,1069,6922,34115,3521,44556
SED30076,344,1320,133,1803,567,3166,288,4023,1010,7081,689,8783,665,3879,400,4940,625,2839,273,3736,485,2147,193,2830,345,1355,158,1853,130,717,79,925,18,233,40,297,4199,22735,2242,29182,410,1205,161,1774,936,3442,344,4716,1280,6729,660,8671,925,3581,339,4840,824,2684,225,3730,579,1971,153,2698,432,1288,125,1844,151,691,95,938,21,360,65,440,5546,21953,2165,29661,760,2523,291,3572,1503,6609,629,8740,2290,13815,1356,17458,1587,7460,732,9782,1447,5524,499,7464,1063,4111,352,5525,775,2641,279,3692,288,1406,169,1862,40,595,105,737,9743,44687,4407,58839
SED30077,220,1061,130,1411,115,960,117,1201,273,1949,263,2486,447,1724,202,2372,597,2115,262,2975,663,2619,317,3599,771,2463,296,3536,415,1364,186,1963,60,429,79,560,3555,14684,1864,20107,269,978,137,1384,115,846,98,1059,361,1960,219,2550,706,1751,218,2674,776,2181,265,3218,817,2630,263,3709,894,2276,270,3439,428,1396,196,2017,66,619,77,760,4436,14638,1733,20805,487,2037,267,2793,232,1805,218,2259,633,3914,487,5035,1151,3477,422,5046,1370,4295,530,6193,1478,5247,578,7303,1665,4741,567,6974,841,2762,383,3986,127,1045,149,1323,7995,29322,3600,40912
SED30078,257,1407,135,1797,198,1796,176,2174,306,3529,357,4189,314,2861,260,3431,365,2876,275,3519,305,2499,203,3008,301,2190,190,2679,188,1479,190,1851,19,505,116,633,2246,19137,1901,23285,234,1375,101,1712,307,1748,174,2231,388,3480,341,4214,490,2974,268,3730,563,3016,242,3821,447,2778,209,3438,469,2428,198,3095,259,1649,245,2154,37,769,286,1091,3199,20214,2074,25485,493,2784,236,3509,512,3541,353,4406,690,7007,700,8398,804,5830,530,7168,923,5897,513,7337,750,5279,417,6444,765,4617,390,5773,448,3126,430,4007,54,1273,398,1729,5445,39355,3975,48772
SED30079,221,1504,68,1784,182,1209,48,1437,326,2741,124,3193,525,3301,145,3974,479,2973,129,3580,370,2339,99,2808,391,1930,79,2396,166,960,45,1172,15,213,13,243,2677,17148,756,20584,269,1317,63,1655,236,1028,41,1307,431,2769,111,3312,780,3385,123,4293,645,2900,120,3669,484,2556,89,3124,458,2124,90,2675,165,891,59,1120,10,349,38,394,3479,17314,742,21542,492,2817,129,3440,414,2237,89,2743,755,5510,235,6501,1310,6684,277,8268,1124,5871,252,7249,853,4887,187,5932,849,4053,166,5071,331,1854,105,2292,27,561,49,638,6156,34464,1501,42122
SED30080,232,1289,69,1592,213,1775,113,2096,519,4128,294,4943,582,3514,219,4319,669,2864,159,3691,384,2162,96,2644,306,1370,97,1771,152,816,80,1047,31,373,79,482,3086,18287,1204,22578,291,1222,55,1577,367,1793,121,2283,631,4263,256,5155,916,3304,159,4378,869,2824,116,3814,492,2238,107,2847,392,1540,92,2023,231,1111,109,1455,37,673,195,907,4232,18975,1222,24435,523,2517,129,3166,577,3567,232,4377,1148,8392,553,10097,1502,6815,386,8698,1534,5692,276,7508,880,4402,208,5490,701,2911,183,3792,382,1923,194,2502,70,1049,273,1392,7320,37268,2430,47017
SED30081,210,1463,72,1740,257,1746,109,2108,384,3858,295,4533,485,3898,254,4634,401,2761,148,3309,401,2496,107,3011,313,2060,82,2454,136,1030,55,1215,10,313,14,331,2592,19616,1139,23346,258,1433,90,1776,298,1484,92,1877,486,3704,227,4413,654,3945,237,4833,536,2918,139,3598,446,2831,116,3392,369,2186,91,2644,123,1044,65,1234,19,525,37,574,3186,20074,1088,24344,470,2891,160,3514,556,3223,206,3986,871,7556,519,8950,1138,7839,486,9465,932,5682,290,6909,841,5333,230,6402,681,4247,174,5104,256,2075,119,2454,24,830,50,906,5774,39686,2233,47694
SED30082,156,908,100,1161,147,1415,202,1767,330,3625,676,4638,294,2813,419,3534,384,2890,384,3658,427,3018,419,3863,403,2839,369,3614,201,1664,202,2069,35,475,75,582,2390,19657,2860,24898,195,853,105,1157,230,1497,248,1971,369,3583,603,4551,403,2610,364,3374,523,2833,349,3710,502,3056,390,3948,476,2769,318,3569,205,1726,226,2160,36,566,78,683,2935,19503,2690,25128,350,1760,212,2324,376,2916,447,3743,703,7207,1284,9192,700,5428,787,6906,913,5726,739,7377,924,6075,813,7811,886,5611,686,7181,400,3391,432,4233,70,1041,155,1268,5321,39158,5545,50025
SED30083,195,1857,109,2162,144,1576,99,1816,216,3103,224,3541,411,3671,208,4290,431,3483,194,4104,285,2549,109,2941,210,1743,88,2047,96,879,66,1043,17,209,43,270,2005,19069,1138,22212,232,1676,112,2027,194,1473,81,1747,373,3346,198,3921,647,3880,230,4761,575,3687,180,4442,344,2708,120,3176,305,1886,102,2289,122,985,84,1186,18,303,120,440,2819,19940,1226,23980,429,3540,221,4184,338,3043,182,3558,587,6447,415,7459,1057,7556,440,9050,1002,7165,377,8543,629,5256,236,6119,520,3629,185,4332,217,1858,152,2225,34,512,165,707,4814,39008,2368,46192
SED30084,174,1573,155,1910,143,1555,186,1885,258,2803,293,3360,343,2414,314,3074,358,2554,308,3216,287,2236,185,2709,307,1678,97,2086,156,903,50,1111,19,203,17,241,2051,15932,1616,19596,225,1483,144,1853,176,1438,130,1743,363,2876,311,3542,543,2700,252,3495,463,2858,205,3527,352,2552,159,3069,379,1952,104,2433,184,1055,71,1305,28,386,45,459,2713,17303,1401,21418,401,3061,297,3762,316,2997,313,3623,621,5680,607,6901,884,5115,569,6568,825,5413,508,6749,642,4791,346,5774,684,3633,206,4518,340,1953,118,2418,42,597,63,698,4766,33237,3012,41015
SED30085,204,1232,68,1513,310,2087,216,2616,541,4835,436,5815,506,3699,244,4447,468,2630,172,3272,347,2295,98,2738,343,1746,84,2176,162,1067,41,1271,25,335,22,384,2907,19924,1388,24221,264,1113,55,1435,399,1757,148,2302,624,4276,328,5224,736,3393,181,4310,597,2588,126,3312,444,2307,93,2840,391,1899,79,2371,204,1148,79,1432,39,609,52,697,3703,19096,1133,23926,469,2346,125,2944,712,3843,367,4921,1160,9111,769,11035,1245,7095,419,8758,1073,5215,294,6581,784,4600,197,5575,732,3643,166,4548,366,2219,119,2701,63,942,69,1084,6610,39020,2521,48148
SED30086,340,1511,107,1960,171,1400,122,1689,331,2719,217,3267,445,2342,189,2980,533,2445,214,3189,490,2452,180,3121,512,2098,146,2758,320,1243,120,1683,27,408,47,484,3168,16623,1348,21134,405,1435,80,1924,217,1294,103,1612,484,2773,198,3448,653,2468,178,3303,664,2648,140,3461,626,2627,158,3410,687,2305,141,3136,332,1585,153,2070,51,697,108,854,4121,17837,1266,23220,750,2946,190,3883,385,2691,228,3304,811,5489,416,6718,1103,4813,366,6279,1193,5101,358,6649,1115,5077,336,6530,1200,4405,290,5894,652,2829,272,3757,75,1105,159,1338,7284,34457,2614,44357
SED30087,235,1487,88,1814,212,1619,114,1952,392,3359,252,4007,500,2665,157,3318,467,2274,142,2879,449,2037,125,2605,505,1804,124,2427,343,1237,91,1672,62,593,74,728,3162,17076,1169,21409,334,1293,90,1715,310,1664,131,2111,570,3482,194,4250,705,2784,177,3661,617,2641,124,3381,592,2456,121,3167,691,2357,133,3182,427,1770,164,2356,66,1113,109,1287,4314,19568,1233,25114,569,2785,181,3535,526,3289,245,4062,963,6840,450,8256,1198,5454,328,6983,1084,4914,258,6259,1040,4492,245,5773,1197,4161,255,5610,770,3005,254,4028,127,1709,182,2024,7477,36647,2403,46522
SED30088,182,1037,103,1321,183,1405,181,1776,407,3039,407,3850,434,2411,344,3192,515,2494,330,3332,499,2620,293,3416,420,1905,200,2523,149,797,91,1042,24,243,22,292,2812,15952,1982,20741,228,1161,107,1491,233,1477,172,1877,512,2972,338,3823,655,2423,276,3357,650,2554,243,3450,527,2593,207,3327,493,1727,144,2365,177,881,101,1160,18,375,41,435,3503,16165,1621,21289,405,2200,213,2818,422,2878,353,3653,922,6004,749,7673,1091,4835,619,6545,1166,5047,572,6782,1020,5219,502,6742,918,3633,336,4891,327,1682,192,2202,45,618,70,729,6317,32114,3602,42034
SED30089,176,1093,224,1491,136,1103,230,1473,313,2464,517,3295,440,1887,413,2738,398,1928,421,2745,375,1935,385,2697,242,1319,246,1807,125,659,149,930,13,154,28,198,2208,12543,2618,17376,215,926,197,1338,146,1081,184,1413,540,2308,375,3221,667,1811,338,2822,537,1741,321,2595,440,1683,257,2381,282,1107,180,1569,141,547,112,794,22,200,50,276,2991,11403,2013,16408,391,2015,419,2826,283,2187,418,2891,853,4773,896,6519,1103,3705,754,5562,932,3669,741,5344,819,3613,645,5075,518,2429,429,3373,267,1202,260,1732,34,350,75,466,5203,23944,4634,33780
SED30090,202,977,164,1340,139,960,162,1259,342,1945,333,2620,545,1571,250,2369,588,1889,296,2770,595,2091,303,2981,429,1652,217,2300,190,763,119,1072,23,229,45,298,3053,12073,1886,17015,210,805,139,1158,181,943,130,1260,482,1965,259,2709,802,1591,241,2636,762,1818,271,2850,693,1887,234,2818,541,1264,161,1968,251,749,125,1127,54,367,88,499,3983,11389,1650,17020,416,1782,299,2500,323,1902,296,2520,825,3917,596,5326,1354,3164,491,5004,1356,3708,560,5622,1285,3978,536,5795,965,2912,379,4262,440,1513,245,2197,73,599,133,802,7034,23461,3534,34030
SED30091,150,1621,212,1984,162,1755,195,2106,334,3941,448,4731,410,3242,371,4020,298,2816,268,3383,268,2306,196,2766,247,1901,163,2308,133,1125,111,1365,17,331,56,404,2016,19025,2023,23068,236,1435,180,1849,224,1669,229,2125,491,3855,460,4807,545,3307,373,4231,424,2861,262,3533,375,2503,176,3051,360,2188,177,2723,179,1300,168,1643,20,526,158,701,2847,19654,2167,24666,380,3056,390,3835,384,3428,425,4231,830,7796,909,9532,959,6553,737,8248,719,5672,528,6921,640,4814,367,5823,608,4086,337,5034,316,2424,271,3008,30,852,214,1103,4868,38680,4187,47732
SED30092,206,1362,134,1702,87,1205,177,1468,235,2844,557,3635,420,2848,510,3776,473,2829,558,3867,446,2882,453,3780,417,1887,247,2557,158,816,119,1092,12,164,36,216,2455,16836,2792,22089,222,1224,140,1586,142,1248,201,1593,414,3090,450,3959,723,2727,322,3772,677,2741,335,3757,588,2591,304,3477,455,1604,174,2230,153,645,110,911,17,203,50,264,3392,16068,2088,21550,429,2588,274,3289,231,2453,382,3062,646,5937,1005,7587,1148,5568,829,7552,1152,5573,896,7622,1035,5470,751,7259,873,3487,426,4785,307,1462,230,2001,27,364,87,474,5849,32906,4882,43638
SED30093,218,2356,318,2890,178,2227,258,2664,330,4219,558,5105,389,3809,500,4703,319,3314,404,4035,262,2844,252,3367,186,1923,158,2264,71,850,101,1017,7,171,45,218,1964,21707,2595,26272,229,2135,261,2625,253,2061,248,2558,492,4267,609,5370,543,3875,494,4909,390,3467,360,4216,359,2884,202,3448,260,1983,187,2435,80,890,121,1086,9,259,77,350,2609,21822,2564,26999,445,4491,574,5509,428,4287,506,5219,821,8485,1167,10476,936,7686,994,9613,712,6780,760,8251,626,5726,462,6812,445,3904,348,4699,147,1743,222,2109,16,429,127,568,4578,43530,5160,53265
SED39494,20,181,72,272,28,263,151,444,85,802,413,1301,91,637,464,1194,67,583,392,1042,123,863,306,1297,110,936,215,1253,17,212,49,283,0,15,8,23,536,4492,2080,7108,24,200,62,291,44,316,125,493,131,851,370,1345,108,517,266,885,82,587,221,887,155,825,188,1170,109,646,112,870,9,129,24,160,0,17,4,25,663,4088,1381,6127,43,387,137,566,72,576,278,934,214,1651,781,2649,197,1152,725,2077,148,1171,616,1929,276,1690,503,2468,221,1579,329,2124,30,342,71,444,0,35,14,44,1200,8577,3450,13234
SED39797,0,0,0,0,0,4,9,4,0,9,30,37,0,16,40,55,3,9,31,42,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,8,37,109,149,0,0,0,0,0,0,4,9,0,3,13,13,0,0,5,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,28,0,0,0,0,0,3,14,16,0,12,34,49,0,11,48,64,3,9,32,45,0,0,8,5,0,3,0,3,0,0,0,0,0,0,0,0,8,40,135,183
SED40001,217,814,64,1091,510,2230,199,2941,606,3597,427,4632,453,2250,283,2985,459,1845,206,2511,455,1797,132,2384,478,1458,122,2056,213,737,69,1017,21,301,32,352,3419,15029,1529,19981,319,967,92,1379,668,2123,193,2982,658,3351,271,4277,504,2094,128,2732,480,1672,97,2246,527,1749,103,2388,572,1475,127,2179,263,875,82,1214,37,552,88,676,4023,14858,1178,20068,535,1781,156,2475,1170,4357,390,5923,1265,6945,695,8903,958,4344,411,5716,938,3513,303,4758,985,3546,238,4768,1059,2938,249,4239,476,1611,147,2232,58,854,117,1032,7449,29891,2708,40043
SED40002,124,762,37,928,238,1333,69,1643,420,3405,153,3979,428,2402,108,2932,397,1806,92,2291,307,1695,81,2081,314,1197,42,1550,167,643,46,857,36,397,30,470,2425,13646,655,16725,163,718,26,906,307,1356,64,1725,574,3225,118,3922,495,2288,93,2875,423,1786,55,2257,398,1767,49,2214,422,1395,62,1881,201,960,70,1236,40,780,58,880,3023,14271,598,17892,286,1482,62,1829,544,2686,135,3364,993,6632,280,7904,927,4686,197,5806,817,3594,145,4556,700,3457,130,4289,738,2589,97,3429,362,1608,116,2088,77,1184,89,1350,5449,27918,1255,34622
SED40003,152,907,23,1080,153,796,27,972,183,1599,71,1853,350,1946,78,2375,359,1895,83,2337,380,1986,77,2436,449,1571,45,2063,179,655,29,867,23,237,16,277,2226,11585,445,14255,166,756,15,932,181,718,23,921,248,1679,63,1989,502,1985,58,2543,460,1960,41,2463,459,2140,55,2654,467,1665,58,2191,158,753,33,942,15,329,22,367,2654,11979,356,14991,312,1666,36,2005,334,1515,47,1896,433,3283,130,3839,851,3932,137,4922,814,3855,128,4796,840,4125,127,5091,916,3231,99,4256,341,1405,59,1801,42,561,42,641,4883,23573,796,29248
SED40004,232,1066,28,1331,196,821,23,1039,239,1278,45,1559,388,1711,67,2162,623,1818,61,2508,489,1655,41,2179,611,1470,39,2123,364,1009,33,1409,56,406,24,482,3191,11236,366,14794,342,970,23,1332,249,727,20,1002,256,1313,45,1611,572,1864,44,2481,690,1946,55,2689,578,1845,34,2452,652,1750,52,2451,396,1200,68,1662,75,730,53,851,3803,12347,393,16539,569,2038,56,2664,443,1550,43,2040,497,2588,87,3173,954,3576,114,4644,1312,3767,117,5201,1065,3501,70,4634,1258,3222,93,4573,760,2207,101,3072,132,1138,68,1336,6997,23588,755,31337
SED40005,190,788,115,1092,107,741,91,938,240,1559,188,1992,339,1390,229,1949,440,1744,191,2385,516,2018,219,2752,707,1925,229,2859,285,925,120,1333,57,352,46,457,2879,11442,1439,15763,164,633,81,880,87,624,51,765,276,1510,130,1920,466,1258,120,1837,565,1597,139,2303,608,1932,170,2710,760,1613,189,2569,325,996,136,1460,56,552,64,670,3320,10716,1088,15119,351,1421,197,1976,196,1364,143,1702,517,3073,320,3910,804,2645,347,3793,1008,3340,333,4690,1120,3947,390,5466,1474,3541,419,5433,614,1922,260,2796,112,906,112,1136,6199,22160,2523,30885
SED40006,111,860,54,1027,149,1176,82,1410,305,2872,159,3342,278,2332,109,2724,291,2057,99,2448,257,2021,106,2384,241,1282,69,1592,91,643,41,780,12,329,25,362,1741,13573,741,16062,121,807,39,971,195,1093,53,1345,372,2829,144,3347,388,2217,106,2718,355,2078,82,2512,338,2054,76,2468,255,1407,88,1745,110,883,68,1056,9,569,42,618,2151,13934,694,16777,235,1667,87,1997,342,2273,133,2744,683,5704,307,6690,672,4550,217,5438,645,4139,180,4962,601,4071,180,4853,497,2689,153,3334,203,1523,104,1835,20,894,64,979,3896,27509,1436,32840
SED40007,159,885,34,1080,142,876,29,1056,211,1599,94,1902,308,1720,63,2089,499,1993,105,2593,407,2057,83,2550,402,1497,52,1949,265,960,65,1289,54,484,30,563,2451,12065,552,15067,179,754,21,953,192,857,32,1074,240,1636,74,1945,500,1821,72,2393,574,2024,61,2657,432,2117,60,2615,480,1721,71,2269,235,1276,74,1584,53,668,52,777,2887,12867,508,16261,341,1635,52,2031,337,1735,65,2131,446,3235,164,3847,810,3533,135,4480,1073,4011,166,5257,842,4175,145,5164,879,3215,120,4218,496,2239,132,2874,106,1150,76,1335,5336,24929,1060,31328
SED40008,105,969,77,1145,208,1462,108,1782,432,3565,239,4232,352,2651,194,3195,300,2206,161,2671,247,1967,138,2357,224,1310,77,1611,75,691,54,814,5,337,17,366,1943,15156,1068,18174,124,802,63,985,262,1309,91,1659,473,3265,206,3940,436,2402,145,2988,366,2090,110,2570,334,1878,98,2304,243,1437,84,1763,92,900,64,1063,16,612,36,662,2347,14693,892,17930,223,1770,135,2130,472,2770,197,3441,903,6832,446,8171,792,5055,336,6182,667,4296,271,5235,583,3842,234,4663,465,2741,165,3372,166,1587,120,1877,27,946,51,1026,4297,29851,1960,36099
SED40009,169,967,27,1167,160,925,30,1115,285,1776,78,2138,387,1864,78,2326,415,1810,74,2298,386,1854,69,2312,450,1524,62,2030,194,753,29,984,28,268,20,315,2480,11734,468,14683,247,866,47,1154,263,885,34,1182,316,1825,65,2207,550,1883,52,2480,470,1868,68,2406,425,2035,58,2510,457,1633,56,2151,191,845,56,1088,15,401,26,442,2931,12243,453,15627,418,1834,74,2325,420,1810,69,2300,600,3605,137,4349,932,3737,130,4808,888,3675,138,4704,812,3886,129,4824,907,3158,118,4179,384,1603,83,2067,38,668,47,757,5408,23977,921,30305
SED40010,270,917,28,1219,242,1008,37,1288,382,2350,139,2870,388,1959,95,2443,468,1739,91,2288,437,1799,89,2328,434,1363,65,1859,259,759,40,1062,46,342,20,403,2929,12240,602,15766,210,714,34,952,263,961,49,1273,476,2356,126,2965,544,1920,88,2546,594,1794,72,2455,527,1915,85,2529,611,1523,75,2215,323,1086,59,1467,41,654,41,739,3594,12919,623,17133,480,1634,57,2172,505,1969,91,2565,862,4707,261,5833,930,3880,186,4990,1054,3527,160,4746,965,3708,174,4854,1051,2887,140,4076,582,1848,97,2524,89,995,60,1144,6523,25156,1229,32900
SED40011,171,816,35,1020,183,1043,73,1299,388,2414,141,2938,461,2181,92,2729,480,1828,92,2395,388,1697,67,2150,431,1173,56,1648,188,754,46,985,40,372,37,456,2722,12267,631,15619,193,811,22,1024,275,1081,49,1407,420,2419,127,2962,598,2137,81,2823,522,1930,69,2522,464,1758,64,2289,475,1407,58,1937,254,956,70,1275,60,662,49,771,3261,13168,594,17020,364,1624,60,2045,461,2124,126,2704,807,4831,263,5899,1058,4319,178,5553,1003,3758,160,4920,854,3451,132,4441,899,2576,113,3590,437,1710,115,2261,99,1031,92,1224,5988,25430,1225,32640
SED40012,94,1185,76,1353,106,1166,110,1380,187,2511,203,2899,230,2159,214,2603,209,2049,163,2423,240,1938,115,2299,164,1200,84,1442,62,630,64,760,12,233,45,286,1302,13073,1074,15450,106,991,84,1181,146,1101,90,1343,240,2558,202,3000,321,2118,157,2598,219,2044,115,2382,313,1971,113,2391,207,1280,82,1569,102,802,95,997,23,436,83,537,1681,13295,1015,15991,204,2181,156,2534,252,2270,201,2723,425,5075,408,5899,554,4277,365,5199,433,4087,278,4799,551,3906,231,4688,368,2479,164,3017,167,1432,151,1756,30,664,124,827,2980,26366,2089,31441
