SED_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
SED30066,3,7,5,83,56,96,118,93,25,484,0,3,0,0,3,3,10,5,0,36,0,12,5,10,10,8,5,0,0,48,0,7,9,55,21,13,15,20,8,140,0,13,5,17,9,6,10,3,0,61,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,4,46,24,30,27,16,4,157,0,3,9,67,26,23,32,18,13,178,4,9,4,40,20,6,6,3,0,83,0,4,0,36,5,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,13,18,4,0,66,0,0,0,0,0,7,6,9,3,25,0,0,0,3,4,3,4,0,0,10,0,0,0,0,0,0,4,0,0,5,0,3,13,26,0,0,0,0,0,39,0,0,9,23,36,35,85,59,19,261,10,59,79,322,372,453,424,214,37,1982,0,0,0,0,0,0,0,0,0,3
SED30067,0,5,5,59,25,18,31,16,14,165,0,0,0,3,0,9,8,4,4,31,3,4,6,68,10,16,13,6,0,128,25,112,218,1342,144,102,59,24,14,2046,0,0,9,41,19,4,6,10,0,89,0,9,10,62,20,11,0,0,0,107,0,3,4,13,13,0,4,0,0,35,0,4,4,113,24,10,16,14,17,206,0,3,9,46,21,22,42,52,28,216,0,8,13,77,54,8,6,0,3,168,0,9,9,97,34,8,5,0,0,163,4,0,0,4,0,0,0,0,0,17,3,7,13,70,22,22,21,8,3,172,0,0,0,3,0,0,5,0,3,21,0,0,0,3,5,0,0,0,0,11,0,0,12,62,16,11,3,0,0,103,4,11,287,544,15,5,0,0,0,871,0,0,3,21,17,11,19,20,4,93,12,75,193,842,407,321,203,55,15,2132,0,0,0,0,0,0,0,0,0,7
SED30068,0,0,12,18,25,33,62,60,21,228,0,0,0,0,0,4,18,8,4,45,0,7,10,17,16,10,30,8,5,99,0,14,18,109,56,26,19,17,3,267,0,0,8,17,10,5,8,10,3,59,0,4,0,16,8,4,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,18,15,68,33,35,34,16,9,216,0,0,4,9,4,9,27,27,16,107,0,4,6,11,18,3,4,4,0,60,0,4,4,18,9,9,4,0,0,50,0,0,0,0,0,0,6,3,0,10,0,3,3,16,17,20,21,11,0,94,0,0,0,0,3,4,14,10,3,31,0,0,0,0,3,7,6,3,0,17,0,0,0,5,3,0,0,4,0,14,0,0,4,14,3,0,0,0,0,22,0,6,7,10,21,13,68,61,15,202,15,91,191,440,444,445,318,123,39,2105,0,0,0,0,3,5,0,0,0,4
SED30069,0,9,14,46,37,31,60,22,9,229,0,0,0,0,0,0,0,0,0,12,0,5,7,12,13,6,12,0,0,57,3,22,36,407,70,47,18,17,7,637,0,0,5,15,21,4,9,5,0,59,0,4,7,26,13,8,0,0,0,54,0,33,22,61,17,18,9,8,0,169,0,7,3,47,32,15,13,11,0,128,0,4,0,18,13,20,28,11,3,98,0,8,4,15,22,8,9,0,0,72,4,4,6,14,5,0,0,0,0,30,0,3,0,5,4,4,0,0,0,15,0,3,6,39,24,22,8,12,4,100,0,0,0,0,0,5,3,5,0,13,0,0,0,3,0,0,11,4,0,24,0,5,4,50,14,16,11,0,4,105,0,0,10,79,7,3,0,0,0,103,0,12,6,17,25,23,40,33,13,166,17,124,236,674,458,381,178,69,3,2147,0,0,0,0,0,0,0,0,0,3
SED30070,0,5,0,28,22,31,103,82,16,293,0,0,3,5,0,0,13,0,0,22,0,0,0,15,0,6,6,3,5,39,0,11,4,66,15,6,18,22,5,134,0,0,5,9,11,6,12,13,6,55,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,4,16,18,18,34,26,8,136,0,0,0,3,3,12,32,16,8,77,0,0,10,26,7,10,3,0,0,57,0,0,0,20,7,8,3,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,7,22,20,22,19,0,0,90,0,0,0,0,0,0,20,15,0,34,0,0,0,5,5,6,5,6,0,24,0,0,0,0,0,6,0,0,0,8,0,0,4,4,0,0,0,0,0,3,0,4,7,10,6,27,107,82,22,262,6,83,125,427,346,437,531,282,60,2294,0,0,0,0,0,0,0,0,0,5
SED30071,0,8,4,40,39,51,70,52,15,269,0,0,0,3,8,0,5,9,0,38,0,12,0,8,9,9,14,0,0,47,0,4,8,66,10,3,13,14,10,135,0,0,3,10,12,4,6,3,0,42,0,0,0,9,4,3,0,0,0,25,0,0,0,4,0,0,0,0,0,10,0,7,15,53,37,28,40,25,14,211,0,5,0,14,13,17,32,31,9,125,0,0,7,21,21,6,7,5,0,64,0,0,0,11,6,4,0,0,0,22,0,0,0,0,8,4,4,0,0,15,0,0,3,17,15,19,21,8,0,83,0,0,0,0,0,8,12,9,4,35,0,0,0,0,0,9,7,4,0,25,0,0,0,0,0,3,0,0,0,7,0,0,0,9,0,0,0,0,0,16,0,5,7,8,16,23,83,61,29,244,16,128,259,710,618,578,476,188,52,3026,0,0,0,0,0,4,0,5,0,7
SED30072,0,0,11,29,34,36,84,62,17,272,0,0,0,0,0,12,4,5,0,27,0,0,0,8,8,10,5,0,0,29,0,6,28,132,32,27,25,18,0,278,0,8,4,11,7,8,8,4,8,56,0,0,0,17,3,4,3,4,0,28,0,0,0,0,0,0,0,0,0,0,0,9,18,44,16,18,38,16,3,159,0,0,0,11,4,12,33,24,10,92,0,3,0,12,12,4,0,0,0,40,0,0,10,17,9,0,3,0,0,40,0,0,0,3,6,0,4,0,0,15,0,0,4,19,18,20,11,6,0,79,0,0,0,0,0,6,13,10,0,32,0,0,0,0,4,10,10,4,0,28,0,0,0,0,0,0,0,0,3,13,0,0,5,19,0,0,0,0,0,29,0,0,3,19,15,29,91,50,22,222,7,130,235,688,538,591,444,175,35,2845,0,0,0,0,0,3,0,0,0,6
SED30073,0,0,3,20,5,17,7,17,6,77,0,0,0,0,0,0,0,0,4,6,0,3,4,10,0,4,0,0,0,25,3,22,41,261,43,11,4,4,0,393,3,0,0,8,3,0,3,0,0,19,0,0,0,5,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,4,7,3,12,7,4,0,8,5,46,0,0,0,0,0,0,10,3,0,16,0,0,0,6,0,0,4,0,0,18,0,0,0,15,7,3,0,0,0,31,0,0,0,0,0,0,0,3,0,4,0,3,9,21,4,5,6,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,48,7,6,3,0,0,62,0,3,26,92,9,0,0,0,0,124,0,0,3,5,7,8,23,19,13,70,11,45,64,230,162,145,103,30,7,792,0,0,0,0,0,0,0,0,0,0
SED30074,3,0,5,46,33,34,37,31,14,208,0,4,0,4,0,0,0,13,8,35,0,8,11,39,14,34,22,10,5,140,18,130,234,1539,246,114,98,28,13,2418,0,4,13,35,19,15,13,4,0,106,0,4,10,56,15,3,3,0,0,93,0,38,34,65,24,23,13,8,0,197,0,8,7,75,37,22,21,15,5,190,0,0,0,18,13,14,36,36,24,149,0,0,4,40,25,10,4,0,0,97,0,3,3,42,15,6,0,0,0,79,0,0,0,0,4,0,6,0,0,23,0,3,9,37,24,19,14,10,3,113,0,0,0,5,4,0,9,3,0,25,0,0,3,3,3,6,5,0,0,27,0,6,0,19,7,5,0,0,0,34,0,15,33,235,22,3,4,0,0,311,0,8,4,13,15,9,41,20,6,121,14,147,185,728,436,370,209,96,32,2210,0,0,0,4,0,0,0,0,0,4
SED30075,0,0,6,32,38,36,65,58,14,255,0,0,0,0,0,3,0,0,0,7,0,0,5,5,4,3,0,0,0,19,0,5,5,58,9,8,12,12,0,98,0,0,6,31,8,10,9,4,0,63,0,0,0,3,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,31,27,12,10,16,5,103,0,0,0,3,6,12,12,7,3,42,0,0,7,20,22,7,0,0,0,61,0,0,12,81,4,7,4,0,0,109,0,0,0,0,0,0,6,0,0,3,0,3,7,11,11,15,13,3,0,60,0,0,0,0,6,5,4,0,0,20,0,0,0,0,0,3,8,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,8,0,0,8,10,16,40,78,37,14,196,5,39,111,433,474,440,308,127,20,1953,0,0,0,4,0,0,0,0,0,4
SED30076,0,6,31,169,51,29,36,25,10,355,0,0,5,13,14,40,121,191,131,506,5,41,240,249,49,33,31,10,0,658,15,81,232,966,131,55,34,7,4,1526,0,4,59,110,26,6,14,4,0,217,0,22,21,262,34,20,9,3,0,365,0,4,8,30,12,10,0,0,0,68,0,9,17,206,49,17,22,14,0,338,0,4,17,201,20,15,27,31,33,352,4,13,75,212,56,25,5,0,0,391,4,34,111,563,86,31,6,0,0,839,0,0,6,13,3,10,11,0,5,44,3,17,148,262,62,42,22,5,0,558,0,0,0,0,0,3,7,0,0,17,0,0,7,19,4,7,3,0,0,35,0,0,10,24,10,5,0,0,0,48,0,5,92,194,12,0,0,0,0,297,0,3,11,45,17,17,20,9,9,135,10,69,303,774,318,266,149,55,3,1946,0,0,4,6,0,0,0,0,4,13
SED30077,0,0,0,24,9,27,44,30,10,147,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,13,4,9,17,86,8,3,3,8,0,132,0,0,6,14,7,3,4,0,0,37,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,11,10,11,0,59,0,0,0,12,4,15,62,60,38,195,0,0,6,8,5,3,0,0,4,26,0,0,3,71,0,5,0,0,0,75,0,0,0,0,0,0,0,0,0,3,0,0,4,17,6,5,3,0,0,33,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,0,0,0,0,9,0,0,0,16,0,0,0,0,0,20,0,0,0,4,12,14,46,43,16,140,3,16,34,151,141,174,191,61,4,767,0,0,0,0,3,0,4,8,0,9
SED30078,0,0,16,58,30,33,60,70,24,297,0,0,0,9,0,13,14,21,10,68,0,31,73,111,45,23,22,0,0,310,9,62,132,613,94,33,28,19,7,988,0,3,39,56,24,6,12,3,3,151,0,6,18,90,29,23,18,14,3,192,0,6,8,17,10,7,3,0,0,63,0,6,12,40,18,18,17,19,7,128,0,11,8,53,14,32,41,42,27,226,10,44,109,339,231,111,74,15,4,931,10,57,123,547,183,107,35,11,7,1084,0,3,0,7,9,8,6,4,0,38,0,10,40,104,42,47,25,9,3,279,0,0,0,4,0,7,14,6,0,32,0,0,8,13,0,12,5,0,0,43,0,0,0,6,3,0,0,6,0,16,0,3,51,174,5,0,0,0,0,233,0,6,5,15,12,9,35,37,29,153,29,139,352,948,642,638,517,286,83,3639,0,3,0,11,7,11,8,4,0,44
SED30079,0,4,0,30,19,32,73,32,9,199,0,0,4,5,4,6,16,10,4,54,6,8,19,56,22,41,17,5,5,179,5,46,76,520,93,61,26,13,5,849,0,3,4,29,17,13,17,5,4,94,0,10,14,42,8,5,6,0,0,80,0,0,0,14,6,4,4,0,0,31,0,12,11,72,43,23,30,10,7,207,0,0,0,11,11,9,24,12,7,66,0,3,7,32,30,6,3,0,0,85,3,33,56,290,125,36,17,10,0,565,0,0,0,10,9,13,3,6,0,46,0,12,24,81,49,34,17,3,0,222,0,0,0,0,0,8,3,9,0,25,0,0,0,4,0,8,5,5,4,22,0,0,0,9,5,0,3,3,0,19,0,0,0,13,6,0,0,0,0,20,0,7,3,17,8,12,57,27,8,136,15,141,335,975,654,564,335,109,28,3155,0,0,0,6,7,0,8,0,0,15
SED30080,0,3,10,64,24,21,22,8,5,158,0,0,3,9,7,0,0,5,4,25,0,19,32,86,24,14,19,4,3,186,10,84,106,774,109,40,36,23,3,1181,0,10,16,54,19,5,7,4,0,120,0,11,16,113,26,8,9,4,0,185,0,0,0,9,7,0,0,0,0,13,0,11,22,99,31,16,8,15,0,199,0,6,0,51,27,39,97,125,65,413,0,9,12,72,36,7,5,0,0,145,0,8,33,173,31,12,5,0,0,263,0,0,0,5,5,3,0,0,0,13,0,16,15,112,43,39,16,11,3,262,0,0,0,0,0,4,7,3,0,13,0,0,0,13,3,6,3,0,0,20,0,0,12,68,24,9,13,5,0,123,0,9,90,245,5,10,0,0,0,359,0,0,4,22,10,12,22,14,5,83,15,53,135,680,357,248,130,58,12,1683,0,0,0,0,0,8,0,4,0,18
SED30081,0,0,8,23,11,20,51,32,13,164,0,11,0,5,12,24,28,39,18,133,7,60,85,520,140,296,198,31,15,1349,8,187,482,2111,359,186,142,79,23,3578,0,7,26,128,63,47,31,21,4,332,0,7,16,85,23,12,3,3,0,160,0,24,41,88,44,29,3,3,3,245,0,28,3,12,9,9,13,3,12,84,0,0,0,13,8,22,37,27,12,126,0,10,19,88,52,16,7,4,0,213,13,91,115,774,291,120,54,34,0,1489,0,3,7,21,17,12,6,6,0,78,6,39,99,411,171,166,152,70,15,1124,0,0,0,0,0,3,4,0,0,10,0,0,0,7,7,4,7,0,5,23,0,0,0,24,4,8,11,3,5,53,0,4,11,21,0,0,0,0,0,34,0,0,0,7,5,8,20,22,7,67,21,243,408,647,324,252,158,52,14,2123,0,0,0,12,14,12,18,7,3,70
SED30082,6,0,12,89,16,44,82,75,24,346,0,0,3,13,10,14,35,38,9,113,3,34,30,65,29,37,29,3,4,235,8,32,134,688,63,49,36,19,8,1032,0,3,22,53,20,12,17,8,0,141,0,3,13,97,19,13,26,3,5,182,0,0,0,11,6,9,5,0,3,36,0,0,3,76,22,22,27,21,7,171,0,4,19,137,33,35,93,82,27,428,3,30,39,246,120,69,39,13,0,555,3,10,12,121,39,31,13,6,0,224,0,0,0,11,9,12,6,4,0,49,0,0,25,64,43,42,26,4,0,222,0,0,0,0,0,7,25,26,11,62,0,0,0,10,7,6,3,0,0,31,0,0,0,8,0,6,0,0,0,15,0,5,96,243,0,0,0,0,0,346,0,0,4,26,14,20,56,43,15,184,5,71,234,757,612,678,558,292,63,3272,0,0,4,27,8,17,18,8,0,82
SED30083,0,3,11,48,40,31,72,39,15,253,0,0,0,3,3,9,12,4,0,32,0,3,7,23,8,27,8,4,3,86,3,40,83,542,69,41,29,6,3,821,0,0,8,38,25,16,9,4,6,97,0,4,0,45,10,15,15,0,0,95,0,0,3,23,6,4,0,0,0,36,0,14,9,51,34,16,15,7,3,150,0,0,0,13,7,16,30,22,4,86,4,14,17,90,65,26,20,0,0,244,0,24,25,88,79,33,8,8,0,263,0,0,0,3,4,7,0,6,0,19,0,0,7,41,25,40,26,7,0,151,0,0,0,0,0,0,13,12,9,43,0,0,0,26,5,10,23,3,0,61,0,0,0,7,5,0,0,0,0,13,0,0,9,44,0,0,0,0,0,54,0,6,10,19,15,29,45,27,6,164,31,382,734,1901,1136,805,483,212,37,5715,0,0,0,4,6,7,3,0,0,29
SED30084,0,4,10,21,18,9,42,24,10,144,0,0,0,5,3,7,4,5,0,18,0,0,4,7,6,4,3,0,0,26,0,17,24,176,36,15,7,3,0,277,0,7,9,11,12,3,3,0,0,42,0,0,0,3,4,0,0,0,0,8,0,0,0,5,0,0,0,0,0,8,0,7,0,20,3,10,11,9,0,57,0,5,3,13,4,10,34,18,9,97,0,0,5,17,4,0,0,0,0,25,0,0,0,29,6,0,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,22,17,29,6,0,0,92,0,0,0,0,0,6,4,3,0,12,0,0,0,4,0,0,0,0,0,10,0,0,0,17,7,7,0,0,0,28,0,0,6,20,0,0,0,0,0,27,0,6,4,13,0,9,36,28,3,94,5,64,103,309,223,192,129,46,3,1074,0,0,0,0,0,4,0,0,0,5
SED30085,0,0,0,33,19,17,44,25,8,154,0,0,4,3,10,15,39,45,18,133,9,26,106,384,90,166,119,30,9,935,23,114,468,2090,215,113,87,23,7,3140,7,14,23,149,40,20,34,24,6,318,0,20,26,145,21,3,3,3,0,232,0,5,22,29,25,12,5,0,0,102,0,6,6,36,19,5,16,7,0,88,0,3,6,26,13,13,27,37,22,151,6,16,33,139,48,13,11,4,8,271,9,63,144,786,257,96,37,21,0,1411,0,0,0,3,8,7,4,4,0,28,0,20,110,357,143,131,109,52,8,919,0,0,0,0,0,0,8,3,0,8,0,0,0,10,3,0,0,3,0,21,0,0,4,16,3,5,3,4,0,43,0,0,44,74,8,4,0,0,0,125,0,3,3,12,8,6,14,28,10,84,12,108,252,522,303,197,128,40,17,1581,0,0,0,5,9,8,9,7,0,36
SED30086,0,4,0,17,14,18,47,27,5,134,0,0,0,0,0,0,4,0,0,4,0,3,8,10,5,0,0,0,0,28,4,21,28,224,25,6,0,9,7,312,0,0,4,4,3,0,6,0,0,22,0,0,0,16,0,0,3,0,0,24,53,362,283,290,93,35,19,8,3,1141,0,6,3,12,11,15,16,8,4,76,0,0,4,3,3,8,14,6,4,46,0,8,7,15,8,3,0,0,0,42,0,5,8,75,0,0,0,0,0,95,0,0,0,0,0,0,3,0,0,9,0,0,0,27,18,18,10,3,0,82,0,0,0,0,0,0,4,0,0,5,0,0,0,6,0,0,0,0,0,12,0,0,4,7,0,3,0,0,0,12,0,0,19,54,0,0,0,0,0,75,0,0,7,6,15,19,29,33,16,117,6,37,67,206,191,168,123,61,10,878,0,0,0,0,0,0,0,0,0,0
SED30087,0,0,6,16,13,25,35,31,21,147,0,0,0,0,0,9,3,0,0,10,0,4,3,30,8,10,6,0,0,67,9,78,233,927,99,48,22,6,3,1426,0,0,7,26,7,3,4,4,0,61,0,5,30,44,9,12,10,7,0,122,32,333,241,274,86,32,28,6,0,1021,0,9,0,21,13,13,7,12,6,88,0,0,0,11,5,5,12,11,10,57,0,0,12,20,9,3,5,0,0,52,0,21,9,88,18,0,0,0,0,127,0,0,0,0,3,0,0,3,0,7,0,11,8,88,24,14,11,4,3,166,0,0,0,0,0,0,0,3,0,10,0,0,0,5,0,3,4,0,0,11,0,0,0,8,0,0,0,0,0,13,0,15,141,384,15,3,4,0,0,562,0,0,3,6,9,13,47,43,18,136,10,37,59,211,156,127,104,61,12,774,0,0,0,0,0,0,0,0,0,0
SED30088,0,7,9,65,42,34,55,41,10,260,0,0,0,10,9,7,12,14,3,54,0,0,13,16,0,5,3,0,0,44,6,13,34,210,48,18,12,7,0,353,0,0,6,30,7,6,4,5,0,71,0,0,0,9,0,6,0,0,0,21,0,0,0,3,0,0,0,0,0,0,0,4,7,50,13,19,17,4,6,121,0,4,11,56,17,13,24,15,26,166,6,5,3,11,9,4,4,0,0,38,7,13,4,72,15,3,0,0,0,121,0,0,0,0,3,0,0,0,0,3,0,5,9,41,10,27,8,0,0,102,0,0,0,0,0,4,9,5,0,20,0,0,0,6,0,0,4,0,0,10,0,0,0,6,0,0,0,0,0,12,0,3,8,62,0,0,0,0,0,76,0,0,0,18,14,10,30,28,4,102,8,34,80,288,227,297,202,80,11,1229,0,0,0,0,0,0,0,0,0,0
SED30089,0,0,4,14,11,15,14,14,3,72,0,0,0,0,0,0,0,0,0,7,0,4,0,10,0,0,0,0,0,12,4,12,13,164,15,13,6,11,0,241,0,0,0,21,6,0,4,0,0,33,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,27,8,11,5,4,0,51,0,5,0,7,3,3,13,13,4,40,0,0,4,9,6,0,0,0,0,19,0,0,0,15,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,11,4,7,0,0,0,35,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,0,0,0,0,16,0,0,0,3,0,0,0,0,0,7,0,0,10,19,0,0,0,0,0,23,0,0,0,11,0,6,12,10,0,44,13,74,135,390,198,198,88,26,5,1130,0,0,0,0,0,0,0,0,0,0
SED30090,0,0,0,15,4,17,18,7,0,61,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,11,5,8,9,103,10,0,0,4,0,133,0,3,0,15,7,0,0,3,0,32,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,5,4,9,0,46,0,0,0,3,3,5,0,4,4,10,0,0,0,0,0,0,0,0,0,5,0,0,0,14,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,6,4,0,0,27,0,0,0,0,0,0,0,6,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,25,0,0,0,0,0,24,0,0,0,12,0,8,21,10,0,53,0,24,38,131,101,143,85,33,0,567,0,0,0,0,0,0,0,0,0,0
SED30091,0,3,9,26,22,29,55,45,21,209,0,0,7,0,3,0,11,9,3,37,0,4,12,79,22,38,26,7,4,182,14,64,141,918,88,47,37,22,9,1338,0,3,8,59,21,8,15,9,7,134,0,33,57,63,22,5,8,0,0,178,3,54,54,122,40,29,13,3,0,324,0,4,0,34,8,15,22,24,3,109,0,0,6,15,4,15,15,14,7,76,0,3,3,23,16,5,4,5,3,65,3,33,42,238,82,39,18,4,0,465,5,0,6,36,8,14,5,5,0,85,0,13,24,75,38,54,24,14,13,250,0,0,0,0,5,3,13,3,0,25,0,3,0,3,0,7,3,0,3,31,0,5,36,101,37,27,14,9,0,235,0,0,3,26,0,0,0,0,0,29,0,0,0,11,4,24,61,53,17,163,31,393,729,1701,758,534,369,170,37,4714,0,0,0,4,0,3,4,6,0,20
SED30092,0,0,4,64,28,32,51,22,7,217,0,0,0,0,0,0,3,0,0,7,0,0,0,18,3,6,0,0,0,35,0,10,17,125,31,11,8,14,0,212,0,3,9,26,10,0,9,0,0,59,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,11,9,43,17,13,13,4,0,109,0,0,3,31,9,11,9,15,3,77,3,0,0,22,8,6,0,0,0,38,0,0,0,27,4,0,0,0,0,28,0,0,0,0,4,0,0,0,0,3,0,0,5,30,7,9,8,3,0,52,0,0,0,4,5,5,20,22,0,58,0,0,5,6,5,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,0,0,4,23,17,14,37,26,6,125,4,79,114,535,332,336,264,55,8,1730,0,0,0,0,0,0,0,0,0,3
SED30093,0,0,9,24,21,19,54,35,6,167,0,0,0,4,0,5,0,5,0,14,0,0,5,42,6,20,6,0,0,80,11,111,126,603,91,52,36,14,5,1052,0,14,22,57,39,22,20,8,5,176,0,64,106,112,8,9,4,0,0,295,0,45,51,144,69,24,12,8,0,349,0,0,0,16,4,0,6,14,0,46,0,6,3,4,3,10,5,16,4,57,0,0,0,11,13,3,0,5,0,40,0,3,12,79,29,19,4,3,0,153,0,7,10,33,26,18,10,9,0,99,26,156,25,49,20,27,22,9,0,324,0,0,0,0,0,5,4,10,3,29,0,0,0,0,0,4,3,0,0,11,3,80,268,890,244,108,67,33,5,1696,0,0,0,8,0,0,0,0,0,7,0,0,0,10,0,14,31,31,7,102,62,609,1075,2149,864,640,327,117,9,5850,0,0,0,9,4,8,4,0,0,30
