SED_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SED70019,98,83,183,316,283,600,102,100,198,71,71,143,489,460,943,116,110,233,56,64,121,80,68,151,256,250,506,3,4,6,7,11,14,13,16,30,33,56,91,0,0,3,61,84,141,11,14,30,11,26,40,0,14,14,52,94,150,0,0,0,82,156,232,137,244,376,17,12,31,14,28,37,0,0,0,28,40,65,988,484,1467,1994,1563,3552
SED70020,75,55,136,251,246,500,27,30,64,62,72,138,347,358,699,171,165,337,37,49,91,82,115,198,294,329,627,12,4,19,12,11,17,35,19,52,29,34,69,0,0,0,85,66,154,14,30,52,9,33,38,17,26,43,32,101,135,0,0,0,76,186,266,159,258,417,9,7,16,17,32,50,0,0,0,28,42,69,1379,397,1776,2283,1443,3727
SED70021,75,53,130,238,224,459,13,26,46,56,50,102,312,302,607,140,154,291,18,11,34,59,53,114,221,220,441,17,7,24,31,33,63,12,12,22,44,62,96,0,0,0,96,112,207,53,56,115,99,155,255,16,21,34,87,188,275,0,0,0,253,427,682,351,538,886,36,20,53,23,45,72,0,0,0,58,73,131,291,257,548,1300,1444,2739
SED70022,57,61,115,194,170,361,25,31,54,29,40,62,240,239,481,116,104,219,8,4,16,17,19,38,140,127,268,25,16,45,57,67,121,14,12,30,75,90,166,0,0,0,176,184,360,82,83,167,128,172,305,23,32,45,135,182,316,0,0,0,365,466,834,544,651,1196,55,48,103,44,72,114,0,0,0,101,122,219,726,521,1247,1809,1716,3523
SED70023,79,83,164,285,298,587,61,50,112,35,23,62,384,376,761,210,163,373,68,54,126,42,38,80,319,260,581,6,4,12,17,16,30,19,7,28,26,53,85,0,0,0,73,88,160,50,48,105,41,62,100,11,22,31,40,86,129,0,0,0,140,220,356,210,310,520,22,24,44,24,33,53,0,0,0,42,55,100,350,329,683,1385,1417,2806
SED70024,176,168,350,438,416,849,77,92,169,84,118,196,598,625,1216,208,236,440,101,107,211,79,65,145,390,413,799,11,17,24,18,25,43,33,33,66,56,103,158,0,0,0,113,171,289,42,76,113,48,78,121,17,42,56,79,194,276,0,0,0,180,393,575,300,564,863,28,34,64,28,75,103,0,0,0,61,111,171,363,321,684,1892,2200,4089
SED70025,120,91,207,353,334,687,81,78,156,80,97,174,516,510,1026,217,177,396,69,51,117,71,76,148,353,307,656,7,11,20,6,15,22,18,25,44,48,56,96,0,0,0,84,98,182,59,87,141,51,75,125,7,25,31,78,173,246,0,0,0,191,357,551,276,455,729,29,19,52,25,42,67,0,0,0,54,63,117,353,331,684,1669,1752,3422
SED79494,5,8,14,56,38,101,0,0,3,13,7,27,77,57,132,12,16,26,3,0,3,10,11,17,26,24,48,0,0,0,0,0,0,0,3,4,4,8,15,0,0,0,9,11,21,0,0,4,13,4,16,0,0,0,4,15,25,0,0,0,20,24,46,20,39,68,11,8,22,0,6,6,0,0,0,12,10,26,643,579,1224,793,709,1503
SED79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,23,22,0,22
SED80001,826,785,1612,2319,2106,4424,1126,1085,2220,326,349,673,3772,3544,7322,1670,1549,3216,941,870,1813,278,321,592,2892,2740,5626,138,132,261,120,135,257,410,224,637,453,597,1049,3,0,4,1124,1084,2213,570,730,1295,190,275,465,132,179,309,439,799,1234,5,0,6,1329,1983,3315,2459,3073,5537,148,138,291,265,360,630,0,0,0,416,511,920,1289,1282,2566,11656,11924,23583
SED80002,978,861,1845,2922,2685,5607,794,772,1565,312,310,621,4033,3775,7810,1905,1731,3637,686,695,1380,334,331,668,2931,2754,5689,172,164,334,268,278,549,362,194,555,593,723,1320,7,3,11,1401,1365,2765,1474,1961,3431,785,849,1636,236,304,538,847,1184,2030,12,9,19,3349,4305,7655,4759,5672,10432,203,223,429,414,479,895,5,10,12,624,707,1330,1722,1625,3346,15046,15398,30448
SED80003,612,546,1150,1859,1701,3556,353,298,652,354,344,699,2572,2344,4915,1297,1194,2494,285,352,633,531,534,1064,2122,2073,4197,91,97,190,174,205,384,175,132,304,380,522,902,0,0,0,824,960,1782,3568,3979,7548,1098,1069,2165,363,481,839,1279,1642,2918,9,0,8,6310,7164,13474,7134,8135,15266,233,153,379,247,332,579,4,0,4,479,487,974,3258,2526,5782,16172,16116,32282
SED80004,902,850,1751,2583,2491,5073,922,818,1742,470,590,1058,3985,3898,7882,1583,1391,2970,873,699,1571,532,658,1195,2988,2753,5743,134,100,236,198,190,389,277,167,442,413,531,954,8,0,8,1033,993,2029,898,1102,2006,477,560,1042,206,244,450,785,1085,1864,4,7,6,2370,2997,5369,3406,3999,7402,169,166,336,268,389,659,4,6,6,438,561,998,1607,1589,3200,13331,13659,26985
SED80005,1280,1199,2476,3302,3064,6370,1318,1239,2553,719,672,1389,5339,4981,10318,2006,1831,3839,867,850,1715,548,565,1112,3419,3247,6672,191,168,355,302,326,624,338,241,576,625,849,1470,0,0,4,1453,1583,3033,1115,1322,2438,635,762,1397,201,272,474,902,1196,2097,10,7,13,2863,3551,6418,4332,5142,9473,304,257,560,433,541,974,3,3,6,740,796,1538,1664,1549,3212,16775,16908,33691
SED89494,3,0,8,6,5,9,0,0,0,0,0,0,6,5,9,9,23,36,0,0,5,0,0,0,11,25,37,0,4,8,0,0,3,0,0,0,3,4,7,0,0,0,9,14,21,11,6,21,4,4,9,3,5,5,0,0,8,0,0,0,14,18,35,23,31,54,0,0,0,3,6,5,0,0,0,3,6,4,97,36,131,148,104,248
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99191,46,33,81,185,167,358,0,0,0,0,0,0,189,167,353,116,110,230,0,5,4,0,0,3,116,119,234,4,0,7,5,3,7,9,10,17,16,28,41,0,0,0,33,38,72,0,8,11,0,6,6,0,10,5,8,16,28,0,0,3,20,37,57,52,80,131,4,0,4,3,14,16,0,0,0,9,12,19,579,321,901,995,732,1722
SED99494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0
SED99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
