LGA_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
LGA55810,0,7,6,9,11,16,0,0,0,0,0,3,8,6,24,0,0,0,0,0,0,0,0,6,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,3,4,0,8,9,6,0,3,0,0,0,0,0,0,6,3,7,180,131,310,201,151,354
LGA55880,0,5,10,18,21,35,0,0,0,0,0,0,18,21,35,0,0,3,4,0,4,0,3,3,0,3,11,0,0,0,0,0,0,0,0,4,0,5,5,0,0,0,0,4,7,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,11,16,0,0,0,0,0,4,0,0,0,0,0,4,23,18,42,45,61,108
LGA55950,3,3,7,27,20,52,0,0,0,0,0,0,32,20,50,9,9,24,0,0,0,5,0,5,14,15,31,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,8,0,0,0,0,0,3,0,0,0,0,7,4,0,0,0,0,7,8,5,6,19,6,0,6,0,0,0,0,0,0,6,0,6,38,26,69,98,80,177
LGA56090,310,272,580,995,931,1933,200,179,377,308,289,596,1512,1401,2909,594,580,1178,213,202,417,573,486,1064,1384,1276,2662,62,68,127,30,67,97,157,76,234,115,192,301,0,0,4,368,400,773,207,325,524,61,125,181,48,59,99,120,248,366,0,0,0,424,750,1173,793,1156,1952,33,63,92,78,139,217,0,0,4,114,203,317,2857,788,3642,6967,5095,12061
LGA56160,0,0,0,0,3,9,0,0,0,0,0,0,6,5,13,3,0,3,0,4,4,0,0,0,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,3,3,0,3,11,4,9,20,17,36
LGA56230,122,117,241,427,396,824,133,139,271,186,184,367,749,715,1469,339,367,705,59,94,154,154,168,320,545,630,1175,34,36,71,7,32,45,69,43,117,40,100,143,0,0,0,155,219,372,41,83,122,5,64,69,8,19,30,17,71,87,0,0,0,73,233,307,229,448,679,13,13,25,18,45,72,0,0,3,34,59,92,750,603,1357,2444,2580,5019
LGA56300,7,7,19,28,34,65,5,7,13,3,0,4,41,43,79,27,27,49,3,4,12,4,5,5,32,39,70,0,0,0,0,0,0,3,0,3,0,10,10,0,0,0,6,15,19,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,10,5,22,22,3,0,3,0,3,4,0,0,0,4,6,9,108,103,214,201,215,418
LGA56370,9,8,19,35,27,58,0,0,0,0,0,3,33,27,62,4,8,10,0,0,0,3,0,3,7,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,7,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,76,53,123,130,106,237
LGA56460,26,29,59,128,120,240,45,56,98,4,0,3,176,169,347,162,168,327,0,0,3,9,4,9,170,176,341,6,6,12,7,3,15,16,9,25,10,35,42,0,0,0,40,63,102,8,11,21,3,6,14,0,9,9,5,28,31,0,0,0,17,53,75,57,115,176,3,0,3,5,12,15,0,0,0,5,12,17,272,259,528,711,765,1475
LGA56580,203,180,385,677,588,1271,159,170,330,269,213,485,1107,970,2080,369,268,638,160,188,347,607,475,1083,1132,931,2065,20,26,48,15,27,45,24,10,33,36,59,96,0,0,0,90,131,220,604,596,1196,135,140,270,60,50,103,113,183,296,0,4,5,914,969,1881,1003,1094,2096,18,16,33,40,63,106,0,0,0,62,76,141,331,339,672,3845,3595,7440
LGA56620,7,4,11,79,63,145,0,0,0,0,0,0,79,65,142,51,44,92,0,0,0,0,0,3,44,47,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,4,4,0,0,0,6,5,9,4,5,12,0,0,0,0,0,0,0,0,0,0,0,0,64,59,117,200,183,387
LGA56730,73,74,145,296,265,558,135,139,277,25,22,45,458,429,884,233,227,460,87,87,173,26,33,65,347,350,696,4,6,17,8,17,23,41,32,71,16,79,88,0,0,4,69,136,205,21,15,37,9,16,23,9,13,23,17,45,68,0,0,0,55,91,146,121,227,349,15,17,30,19,22,37,0,0,0,31,40,65,919,542,1466,1944,1658,3606
LGA56790,22,16,39,83,69,148,24,25,50,0,0,4,109,95,204,61,30,93,8,10,18,4,3,10,81,45,123,0,0,5,0,0,0,0,0,5,3,13,19,0,0,0,5,20,26,3,0,3,0,4,4,0,3,3,0,12,13,0,0,0,6,22,24,14,40,53,0,3,3,4,0,8,0,0,0,4,4,8,242,191,439,470,392,866
LGA56860,0,0,0,7,0,10,7,0,10,0,0,0,6,9,16,6,0,9,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,0,8,8,0,5,5,0,0,0,0,0,3,0,0,0,0,0,3,28,27,55,49,40,90
LGA56930,10,9,17,13,20,33,0,3,3,22,41,64,38,66,97,5,5,8,8,16,17,61,173,237,69,197,268,0,0,0,0,0,3,0,0,0,0,9,7,0,0,0,5,10,14,45,52,96,10,4,12,5,4,7,8,12,13,0,0,0,60,79,136,60,85,147,0,0,0,5,5,10,0,0,0,5,4,11,26,34,65,208,404,604
LGA57000,0,0,3,22,24,40,0,0,0,0,0,0,22,24,40,3,0,10,0,0,0,0,5,4,4,3,13,0,0,0,0,0,0,4,0,3,0,7,8,0,0,0,6,9,14,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,3,5,10,7,14,19,0,0,0,0,4,4,0,0,0,0,4,4,134,59,193,165,104,274
LGA57080,110,102,206,270,246,510,41,41,81,38,43,80,346,324,677,144,129,279,43,39,83,41,60,100,226,230,464,99,94,194,177,231,401,38,44,83,136,198,327,0,0,0,442,569,1013,1147,1347,2496,597,561,1163,72,92,167,262,253,518,8,7,11,2086,2260,4349,2536,2831,5361,100,136,238,114,139,258,0,3,5,216,281,500,1621,1106,2725,5059,4876,9935
LGA57140,4,4,9,42,23,64,3,8,9,0,0,0,43,32,80,19,26,47,0,0,0,0,0,0,18,26,48,4,0,4,0,0,0,0,0,0,0,3,4,0,0,0,3,3,9,0,4,4,0,0,0,0,0,0,0,5,6,0,0,0,0,4,5,10,11,13,0,4,4,0,3,3,0,0,0,3,7,7,25,31,59,105,105,216
LGA57210,29,29,59,183,156,335,11,5,13,22,19,44,210,176,392,121,112,238,0,13,15,27,20,47,149,150,302,19,14,29,3,8,9,18,9,27,8,26,37,0,0,0,48,54,103,0,9,8,4,7,4,0,4,9,11,27,39,0,0,0,15,46,55,64,97,161,8,10,14,6,9,15,0,0,0,14,18,30,358,250,609,830,728,1556
LGA57280,127,132,263,659,705,1368,78,77,157,24,13,39,765,806,1565,443,397,839,8,3,3,8,11,20,454,410,864,14,13,32,14,27,42,48,34,78,81,141,223,3,0,5,164,213,381,5,18,25,9,45,50,6,8,8,55,85,142,0,0,0,76,156,231,245,366,607,24,29,52,30,54,93,0,0,0,58,86,142,1316,1064,2380,2961,2865,5828
LGA57350,8,11,16,13,34,48,0,0,0,0,0,0,13,34,48,7,8,23,0,0,0,0,0,0,12,11,20,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,0,4,4,0,0,0,0,6,6,121,124,242,159,188,340
LGA57420,24,23,43,90,82,165,0,0,0,0,0,0,89,82,168,27,35,58,3,0,0,0,4,0,26,37,65,0,0,0,0,0,0,6,0,5,10,15,20,0,0,0,11,21,35,0,0,0,0,3,7,0,0,0,3,18,23,0,0,0,5,23,28,18,41,59,0,0,0,3,7,9,0,0,0,4,10,11,118,94,209,278,276,559
LGA57490,1257,1135,2396,5033,4729,9763,822,798,1620,873,867,1744,6738,6405,13144,3404,3254,6651,748,841,1585,972,980,1956,5132,5081,10210,313,312,619,132,364,496,549,337,889,449,858,1308,10,8,11,1453,1874,3326,632,975,1615,224,528,757,120,238,360,387,798,1184,0,6,7,1369,2550,3918,2829,4433,7257,186,202,390,332,529,863,6,4,11,522,735,1262,4590,3402,7995,21066,21196,42267
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,41,26,11,36
LGA57700,374,360,732,1211,1139,2351,269,245,509,319,341,664,1800,1728,3529,792,748,1538,112,104,216,303,294,602,1212,1145,2359,52,64,113,25,72,100,139,75,210,113,208,321,0,0,0,327,420,749,111,226,337,45,114,159,36,46,85,71,157,238,0,0,0,273,546,819,607,966,1570,45,41,86,77,130,204,0,0,0,122,172,291,1162,628,1785,5279,4988,10265
LGA57770,7,4,7,36,24,60,0,0,0,0,0,0,36,24,60,4,15,22,0,0,0,0,0,0,3,19,22,0,0,0,0,0,0,4,0,4,7,9,12,0,0,0,11,9,14,0,0,0,0,5,5,0,0,6,0,6,8,0,0,0,0,14,18,9,22,30,0,0,0,0,0,0,0,0,0,0,0,0,90,87,177,147,159,304
LGA57840,358,314,670,809,706,1512,332,274,609,246,222,471,1392,1203,2596,365,326,691,628,323,956,523,510,1031,1517,1169,2680,119,84,205,69,113,175,89,62,146,124,206,335,3,0,0,401,457,859,953,1065,2017,367,361,733,138,142,281,302,396,696,3,7,10,1767,1967,3734,2172,2427,4596,60,47,111,98,148,244,0,3,3,157,200,360,1059,1087,2146,6652,6405,13053
LGA57910,1963,1817,3780,5488,5118,10604,1978,1911,3892,987,1029,2019,8466,8079,16537,3392,3188,6578,1784,1723,3508,1529,1613,3138,6705,6538,13243,502,477,979,613,898,1509,442,299,735,847,1368,2214,11,12,17,2414,3054,5463,2613,3335,5953,1229,1532,2754,446,514,964,1177,1748,2918,18,20,31,5482,7143,12623,7913,10216,18136,343,416,758,604,942,1547,12,17,26,957,1377,2327,5693,5183,10884,31703,33210,64913
LGA57980,158,134,293,513,518,1029,35,40,69,59,61,116,607,616,1217,364,349,709,49,63,104,136,101,237,545,514,1056,20,27,45,22,40,61,14,13,28,46,73,116,0,0,3,97,151,248,260,340,597,126,160,285,45,51,92,150,215,363,0,4,0,579,762,1345,679,920,1597,10,12,25,43,68,109,0,0,0,53,85,134,470,405,869,2502,2667,5165
LGA58050,1630,1432,3065,5283,4818,10096,1216,1199,2412,1067,987,2054,7574,7027,14598,3210,2943,6160,1198,1168,2367,1275,1166,2441,5685,5294,10983,338,356,701,251,487,742,497,308,802,533,937,1472,8,5,12,1628,2100,3726,1075,1435,2511,386,616,995,197,318,511,479,891,1364,9,6,16,2135,3262,5401,3774,5374,9146,237,270,503,409,657,1065,7,0,8,653,929,1583,4142,3691,7833,23468,23749,47215
LGA58190,3,0,3,21,10,29,0,0,0,0,4,0,21,13,33,14,4,19,4,0,0,0,0,0,12,10,20,0,0,3,0,0,0,4,0,4,0,4,4,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,14,0,0,0,0,0,0,0,0,0,0,0,0,29,27,55,72,57,125
LGA58260,0,8,4,21,23,42,0,0,0,0,0,0,21,23,50,6,12,19,0,0,0,0,0,0,6,11,20,0,0,0,0,0,0,4,0,4,0,3,5,0,0,0,4,3,8,0,4,5,0,4,4,0,0,0,0,3,0,0,0,0,0,7,8,4,10,13,0,0,0,0,0,5,0,0,0,0,0,5,50,48,99,90,96,187
LGA58330,17,24,49,101,95,195,16,23,40,23,4,28,137,127,263,82,71,152,20,28,45,17,14,30,121,108,230,3,4,4,5,8,9,19,18,35,6,35,43,0,0,0,32,56,90,8,7,19,0,10,9,0,0,0,0,18,24,0,0,0,13,35,49,48,89,137,11,12,22,6,11,18,0,0,0,17,24,35,301,234,538,641,614,1253
LGA58400,0,0,0,8,5,9,0,0,0,0,0,0,8,5,9,9,4,13,0,3,3,0,0,0,9,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,16,21,40,33,39,68
LGA58470,0,0,5,10,15,24,0,0,0,0,0,0,10,13,23,0,4,6,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,4,6,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,6,4,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,13,3,17,32,25,58
LGA58510,257,274,533,742,668,1412,215,208,422,118,128,247,1080,1001,2081,372,335,703,274,263,534,114,123,232,758,720,1480,115,98,217,138,166,307,103,53,156,147,242,385,5,0,8,509,567,1076,610,788,1405,379,415,798,88,110,199,260,396,659,3,4,3,1342,1720,3060,1857,2284,4139,78,84,162,128,158,281,4,0,6,210,245,450,1331,1319,2642,5492,5837,11329
LGA58540,4,3,11,26,22,45,3,7,10,0,0,0,27,30,62,9,17,29,4,0,4,3,5,4,19,20,36,0,0,0,0,0,0,0,3,0,3,5,9,0,0,0,3,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,8,17,0,0,0,0,0,0,0,0,0,0,0,0,50,54,99,107,115,220
LGA58570,331,242,571,868,852,1717,186,153,334,66,107,176,1120,1112,2232,490,449,940,219,169,385,126,153,279,831,770,1603,92,101,194,117,181,298,67,44,111,139,230,365,0,0,0,421,551,970,445,613,1055,329,363,695,76,117,191,331,459,790,5,5,6,1189,1550,2738,1604,2102,3711,51,74,134,115,161,274,0,5,5,165,238,408,1040,803,1845,5097,5271,10365
LGA58610,14,4,17,54,56,104,0,5,4,0,0,0,56,57,114,42,36,77,0,0,0,4,9,9,44,41,90,4,3,3,0,0,0,3,0,6,9,6,9,0,0,0,10,11,19,0,5,3,0,0,0,0,0,3,0,0,5,0,0,0,6,7,12,19,18,38,0,0,0,0,4,4,0,0,0,0,4,3,100,108,203,223,233,460
LGA58680,5,0,8,11,13,25,0,0,0,0,0,0,11,13,25,9,6,19,0,0,0,0,3,3,9,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,8,5,13,4,0,0,0,0,3,0,0,0,6,4,7,56,43,95,89,78,170
LGA58760,2108,1963,4074,7612,7038,14643,1475,1540,3013,1641,1558,3201,10744,10156,20902,5177,4851,10030,1323,1371,2696,1719,1637,3348,8235,7868,16103,561,539,1105,292,632,921,715,421,1137,651,1227,1877,8,11,22,2234,2825,5060,1619,2327,3947,520,917,1439,364,467,830,664,1285,1944,4,9,13,3168,5006,8173,5413,7847,13257,339,350,690,529,947,1476,9,5,21,876,1304,2185,5160,4119,9278,32541,33259,65803
LGA58820,29,30,61,82,81,160,67,67,134,7,4,9,159,146,308,81,81,165,23,24,49,17,27,45,120,137,255,10,7,17,3,6,6,26,14,36,8,27,28,0,0,0,37,49,84,4,15,19,0,5,9,0,0,5,0,15,19,0,0,0,15,40,53,46,91,136,0,9,4,0,6,8,0,0,0,4,13,13,198,172,370,548,592,1139
LGA58890,0,3,5,30,18,49,4,4,4,0,0,0,31,27,57,10,7,27,0,0,4,4,0,0,15,16,30,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,3,3,9,0,5,5,0,3,3,0,0,0,0,4,4,0,0,0,0,10,10,3,9,15,0,0,0,0,0,0,0,0,0,0,3,3,49,55,98,102,111,210
LGA59030,0,4,3,4,5,12,5,4,8,0,0,0,11,5,19,4,0,4,0,0,0,0,3,3,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,12,13,29,27,28,59
LGA59100,6,4,12,31,29,67,0,0,0,0,3,3,38,35,69,3,15,15,0,0,0,0,0,3,9,14,19,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,13,13,0,0,0,0,0,0,0,0,0,0,7,7,56,48,109,107,117,222
LGA59170,12,3,22,49,36,87,5,3,10,0,0,0,52,43,93,17,19,37,0,0,0,0,0,0,17,25,38,0,0,0,0,0,0,3,0,3,0,9,9,0,0,0,4,9,20,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,9,9,4,17,31,0,3,3,0,0,0,0,0,0,0,5,3,53,57,112,146,151,302
LGA59250,0,0,0,13,19,31,0,0,0,0,0,0,13,19,31,9,5,19,0,0,0,0,0,0,9,5,19,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,5,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,9,5,7,7,15,3,0,7,0,0,6,0,0,0,6,4,8,125,47,174,162,86,241
LGA59310,15,10,25,55,60,116,0,0,0,0,0,0,55,65,123,15,17,33,0,0,3,0,0,0,18,17,36,0,6,5,0,0,0,8,3,11,9,10,18,0,0,0,10,18,29,0,0,0,0,0,4,0,0,0,3,3,5,0,0,0,3,3,10,16,23,36,0,0,0,4,3,8,0,0,0,4,3,8,63,46,110,169,162,337
LGA59320,9,10,8,14,15,33,0,4,4,0,0,0,14,20,34,17,6,21,0,0,0,0,0,0,17,8,27,0,4,4,0,0,0,0,0,0,4,0,4,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,6,7,12,12,0,0,0,0,0,4,0,0,0,0,0,4,28,25,51,69,66,134
LGA59330,0,0,0,16,8,30,0,0,0,0,0,0,13,13,31,7,7,15,0,0,0,0,0,0,5,12,14,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,5,5,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,22,24,48,54,55,103
LGA59340,56,49,105,281,265,543,58,67,130,7,3,11,344,342,684,132,148,285,3,8,10,3,14,20,145,167,313,8,3,14,6,7,12,8,17,24,27,36,62,0,0,0,48,68,113,3,14,16,12,11,24,5,4,5,19,41,67,0,0,0,38,79,114,83,146,229,4,5,9,7,12,22,0,0,0,16,16,36,668,657,1320,1309,1378,2686
LGA59350,0,0,3,4,0,6,0,0,0,0,0,0,11,0,7,0,0,3,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,116,34,150,133,42,168
LGA59360,3,3,13,18,12,34,8,9,17,0,0,0,22,31,54,7,3,12,4,0,4,0,0,4,9,7,15,0,0,4,0,0,0,0,0,0,0,5,7,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,7,7,12,0,0,0,4,4,10,0,0,0,5,4,7,161,52,208,209,104,311
LGA59370,13,17,29,100,97,193,11,16,22,8,10,22,119,122,239,58,64,115,18,16,41,6,13,14,84,85,168,0,0,0,0,0,3,3,5,7,3,16,20,0,0,0,13,18,33,5,6,7,0,3,3,0,4,4,3,12,14,0,0,0,9,22,30,19,42,61,0,0,0,3,3,8,0,0,0,3,3,8,174,132,308,416,407,824
LGA59499,22,18,41,94,92,181,13,7,22,23,17,35,121,114,243,39,47,83,4,3,6,9,4,19,51,55,109,13,11,16,9,18,33,11,6,15,7,25,34,0,0,0,44,59,99,14,25,42,13,17,31,0,3,9,15,25,46,3,0,3,52,68,122,96,130,224,16,16,32,7,16,23,0,0,4,23,34,55,2227,1260,3489,2535,1623,4160
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,9,0,8,13,0,17,0,0,0,0,0,3,0,0,0,0,0,3,193,20,219,209,28,237
LGA60210,30,22,49,219,201,416,0,0,0,5,3,9,223,204,425,121,102,226,0,4,3,5,8,11,125,116,237,7,7,11,4,5,11,16,8,18,16,29,39,0,0,0,35,45,79,0,13,14,9,10,15,0,0,3,10,32,46,0,0,0,27,57,77,60,100,158,12,10,24,6,4,15,0,0,0,22,16,38,277,252,528,727,704,1438
LGA60410,160,142,299,700,641,1348,320,328,640,65,66,131,1081,1035,2120,334,380,717,193,183,376,41,41,83,573,603,1176,35,71,104,41,52,99,77,38,116,83,108,188,0,3,3,237,274,509,52,68,121,23,53,78,12,18,35,36,97,132,0,0,0,122,246,370,361,525,884,25,34,59,30,56,85,0,0,4,60,89,148,551,568,1121,2786,2967,5751
LGA60610,115,93,210,623,651,1274,175,176,346,67,49,119,863,870,1740,407,446,855,153,158,318,40,33,72,599,636,1240,43,44,85,27,41,70,76,57,134,68,114,177,0,0,0,214,259,468,57,106,159,38,79,115,10,18,29,76,133,205,0,0,0,182,329,510,394,590,988,24,33,59,27,43,73,0,0,0,52,84,131,543,584,1124,2568,2858,5431
LGA60810,98,97,194,688,651,1340,151,121,270,81,115,200,922,888,1815,448,399,844,140,147,289,80,96,174,672,636,1313,44,35,76,29,37,63,82,47,132,74,129,209,0,0,4,235,254,485,39,92,127,33,62,97,11,23,36,64,143,211,0,0,0,149,325,474,384,577,964,33,20,57,24,62,90,0,0,0,60,89,146,665,650,1313,2808,2936,5744
LGA61010,6,11,19,65,80,143,10,11,24,0,3,3,77,95,170,44,41,86,7,3,12,6,4,9,55,51,106,6,0,7,3,5,11,5,0,6,7,8,11,0,0,0,22,14,39,5,3,10,4,3,3,0,0,0,3,11,16,0,0,0,10,19,26,31,32,65,3,4,9,3,10,12,0,0,0,8,14,23,143,97,234,324,298,625
LGA61210,32,40,69,252,229,475,79,63,142,53,48,101,375,343,721,154,165,321,33,49,80,43,43,94,234,264,493,16,8,25,26,6,26,23,10,28,19,29,49,0,0,0,80,54,133,0,20,28,12,17,28,6,5,11,8,27,36,0,0,0,28,80,105,107,132,239,9,8,15,10,15,30,0,0,0,19,20,45,395,336,725,1168,1133,2305
LGA61410,461,396,862,1841,1735,3576,573,563,1134,249,240,484,2668,2535,5202,1006,870,1880,557,642,1199,257,255,510,1820,1776,3597,110,134,240,226,204,431,235,115,347,352,334,690,3,3,5,924,785,1714,313,416,736,215,283,500,73,111,182,307,536,849,0,0,6,915,1347,2266,1840,2139,3979,94,99,197,123,199,322,5,0,5,227,297,526,1761,1280,3044,8777,8430,17208
LGA61510,46,51,104,353,336,691,142,118,250,14,18,35,503,474,976,237,213,447,81,85,171,24,10,33,341,310,649,20,22,37,11,17,31,36,29,65,45,46,87,3,0,4,117,115,234,27,34,64,11,23,36,3,10,14,23,48,72,0,0,0,62,119,185,176,239,412,10,29,42,10,39,49,0,0,0,21,64,88,377,386,763,1468,1520,2986
LGA61610,146,124,272,784,765,1548,198,196,397,94,115,209,1077,1071,2153,575,540,1120,152,157,305,74,65,140,806,764,1573,66,60,122,57,79,136,94,73,166,103,151,259,3,0,3,325,364,683,47,111,155,25,63,94,17,24,39,78,126,209,0,0,0,166,329,492,493,690,1184,51,56,99,45,76,124,0,5,5,91,134,232,661,694,1361,3277,3488,6769
LGA61810,33,24,59,255,245,497,0,0,8,14,12,26,263,263,529,172,156,327,6,6,7,28,28,53,195,188,388,15,7,21,6,11,19,19,18,33,23,33,57,0,4,4,60,72,134,8,20,28,4,5,15,3,5,11,6,24,22,0,0,0,16,53,71,75,124,198,4,11,13,7,19,24,0,0,5,11,27,44,263,293,557,850,928,1773
LGA62010,4,0,5,35,39,70,0,0,0,0,0,0,35,39,70,14,8,21,0,0,0,0,5,5,16,12,29,3,0,3,0,0,0,0,0,0,6,5,14,0,0,0,11,8,21,0,5,5,0,0,0,0,0,0,0,3,5,0,0,0,7,9,12,15,17,30,0,0,6,0,0,4,0,0,0,0,3,5,31,29,62,102,96,200
LGA62210,38,31,63,206,191,397,63,54,116,4,14,20,275,263,535,133,117,252,51,63,110,22,7,27,203,193,391,8,17,25,11,22,27,21,14,40,16,30,44,0,0,0,57,81,138,8,23,36,4,14,18,3,5,11,13,36,50,0,0,0,34,72,108,91,151,244,15,9,17,6,14,25,0,0,0,19,23,45,252,218,473,875,877,1755
LGA62410,15,24,41,122,117,241,0,0,0,0,0,3,119,120,245,65,51,120,7,8,15,11,0,14,82,65,147,5,5,8,18,8,28,8,12,21,17,20,39,0,0,0,49,47,98,6,10,14,10,11,24,3,3,5,15,23,35,0,0,0,32,48,84,82,99,180,3,11,13,3,12,19,0,0,0,10,22,33,195,174,368,502,509,1012
