LGA_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
LGA40220,36,640,45,733,41,444,33,519,93,912,58,1070,122,1049,75,1251,241,1389,101,1735,350,1639,118,2104,328,2094,138,2564,209,1251,101,1569,43,335,35,412,1476,9760,718,11951,47,608,45,694,48,450,27,525,138,951,68,1152,218,1084,64,1369,423,1228,86,1742,624,1623,112,2364,492,2166,120,2775,187,1275,106,1565,37,445,53,535,2206,9829,683,12722,90,1249,90,1428,86,894,64,1043,231,1866,126,2224,347,2132,144,2624,664,2619,188,3470,973,3261,230,4470,822,4261,261,5343,399,2524,212,3130,81,778,87,941,3684,19587,1406,24672
LGA40250,23,80,13,116,16,70,9,104,35,147,35,208,25,98,5,133,19,88,18,126,12,59,11,84,4,20,5,31,6,3,3,12,3,3,4,9,140,574,98,809,22,63,24,104,22,87,12,119,45,168,42,263,49,108,14,174,38,89,30,148,20,62,16,107,5,32,5,37,0,12,0,15,0,5,0,11,198,621,149,967,37,144,38,213,42,157,24,225,84,313,75,477,74,213,19,302,53,171,46,269,39,121,25,187,10,48,5,62,6,18,10,24,4,8,3,17,336,1196,242,1775
LGA40310,29,703,40,769,38,530,31,600,71,1058,50,1174,151,1211,73,1432,217,1363,85,1667,239,1432,67,1743,218,1296,82,1595,88,714,42,852,33,202,19,258,1092,8513,494,10102,37,620,36,693,35,458,26,514,119,994,44,1156,268,1246,62,1575,357,1358,74,1784,421,1359,77,1861,297,1295,67,1667,108,738,58,903,17,353,42,411,1667,8426,478,10572,66,1324,76,1468,76,988,53,1116,190,2053,94,2332,418,2461,133,3007,574,2716,162,3455,660,2799,154,3609,518,2595,145,3258,201,1455,99,1760,52,561,65,671,2760,16939,974,20672
LGA40430,0,43,6,46,0,41,3,42,6,73,13,86,8,80,9,93,18,113,20,145,43,188,18,240,47,216,17,276,14,123,16,150,0,31,0,43,135,903,98,1137,3,30,3,39,3,31,0,33,6,77,9,90,5,72,13,96,32,109,12,154,52,160,26,232,40,189,14,246,21,121,16,151,6,54,6,67,168,837,99,1111,4,73,13,89,3,66,5,77,17,152,16,182,12,154,18,184,52,223,28,296,91,343,43,474,90,400,31,529,33,241,34,309,6,91,13,107,305,1739,200,2248
LGA40520,22,290,27,333,16,274,22,307,47,486,48,580,70,444,38,548,93,529,28,655,105,570,48,722,92,592,52,740,46,270,21,340,14,122,14,147,501,3580,289,4368,20,241,24,284,19,215,11,244,72,452,31,559,109,422,37,570,139,507,33,680,174,554,40,773,125,544,53,721,39,333,35,406,13,181,21,212,707,3447,291,4450,40,531,47,619,29,483,31,550,119,939,81,1136,171,871,79,1116,230,1039,68,1334,279,1131,82,1497,217,1136,107,1463,85,604,60,748,21,298,37,358,1208,7030,580,8818
LGA40700,70,1502,30,1602,68,1208,40,1315,118,1867,75,2061,257,2284,85,2623,462,2442,77,2984,536,2081,64,2685,366,2122,51,2535,236,1380,53,1670,65,482,28,575,2169,15371,510,18047,76,1467,34,1576,91,1115,31,1234,152,1912,67,2133,369,2578,71,3014,741,2431,68,3244,897,2092,52,3037,569,2376,63,3007,270,1601,86,1957,51,924,57,1036,3219,16501,516,20234,151,2966,66,3175,158,2320,71,2550,269,3783,142,4192,623,4866,153,5638,1202,4875,147,6223,1434,4174,117,5725,928,4500,111,5543,500,2982,143,3628,118,1411,82,1609,5389,31870,1027,38283
LGA40910,55,1440,62,1550,92,1705,58,1853,181,3405,152,3741,338,3162,127,3623,527,2770,124,3419,563,2318,103,2983,334,1881,59,2273,228,1449,78,1749,61,636,64,769,2384,18757,822,21962,66,1241,39,1351,95,1549,69,1705,273,3368,151,3789,516,3187,105,3809,839,2631,94,3569,897,2353,77,3326,530,2258,86,2878,312,1890,150,2354,52,994,111,1160,3573,19475,884,23937,117,2686,101,2903,183,3254,123,3559,450,6772,302,7522,854,6347,233,7439,1369,5401,217,6988,1455,4674,179,6305,867,4136,149,5151,542,3336,223,4101,117,1632,180,1929,5954,38235,1710,45893
LGA41010,3,87,11,103,0,82,15,99,14,201,21,241,12,143,18,177,25,190,32,247,22,198,18,234,20,174,12,209,14,85,10,105,3,19,3,24,113,1188,129,1428,0,53,17,73,7,65,8,82,28,178,24,230,25,157,18,203,44,165,16,226,51,170,23,234,24,158,14,198,9,69,3,86,5,23,4,28,189,1047,127,1367,6,139,29,178,10,154,20,180,49,378,46,470,44,304,40,378,69,357,50,472,67,363,37,471,39,337,31,406,19,163,11,192,4,39,7,53,301,2231,257,2792
LGA41060,129,2862,157,3154,198,3600,196,3991,574,8141,469,9188,802,6628,341,7767,1165,6218,346,7726,1367,5845,324,7533,777,4768,207,5754,398,2880,181,3457,145,1192,94,1433,5560,42144,2301,50002,167,2574,108,2844,278,3454,162,3898,795,8046,388,9229,1196,6542,310,8053,1793,5952,275,8018,2102,5635,265,7997,1218,5295,244,6759,489,3574,232,4294,95,2071,136,2306,8135,43131,2121,53395,304,5437,259,5994,482,7051,355,7891,1363,16189,860,18414,1996,13174,655,15820,2960,12171,618,15751,3465,11478,583,15528,1995,10062,456,12512,886,6453,409,7749,242,3262,229,3732,13697,85272,4425,103394
LGA41140,3,194,30,228,8,173,20,198,24,384,35,445,48,366,23,434,62,460,47,563,110,574,48,726,80,559,48,687,37,296,21,352,9,88,17,115,372,3098,285,3752,10,205,18,234,5,161,12,184,47,361,38,437,80,410,27,517,131,463,33,623,151,508,51,718,100,528,41,667,41,314,34,386,3,121,15,142,568,3071,263,3900,14,400,47,457,16,333,31,381,69,748,70,888,127,773,47,947,185,919,81,1189,259,1089,97,1444,177,1090,83,1354,73,610,53,741,16,214,30,260,934,6170,548,7658
LGA41190,0,48,3,50,0,26,6,35,4,74,12,88,5,76,7,89,14,80,8,102,27,115,19,165,9,107,9,120,10,39,4,60,0,15,4,21,79,579,75,727,0,26,0,26,3,21,0,30,3,78,13,94,15,64,3,80,25,77,12,114,30,89,4,127,14,77,11,107,5,47,9,68,3,26,13,37,110,507,55,670,0,69,3,75,3,48,5,62,14,157,19,188,19,135,16,172,37,158,21,211,60,202,25,285,27,185,15,222,17,94,14,127,7,36,11,58,185,1087,130,1402
LGA41330,0,19,19,33,0,23,8,29,5,78,14,99,9,67,20,93,8,69,34,104,13,115,22,146,7,97,32,140,9,88,34,126,0,7,10,23,43,572,184,794,0,26,10,35,6,20,0,20,8,82,24,118,9,48,11,71,15,62,20,89,7,61,15,87,14,64,34,113,3,31,9,48,0,3,3,9,59,399,129,584,0,43,29,73,6,43,9,48,13,164,35,216,16,120,36,168,17,130,50,194,21,183,34,232,18,160,69,246,13,120,42,171,0,16,11,29,104,971,313,1382
LGA41560,14,311,42,364,15,238,28,279,44,537,43,628,77,534,47,659,105,632,75,815,167,922,107,1196,162,1153,97,1408,84,628,83,796,13,158,40,206,693,5110,558,6361,21,245,23,291,25,236,14,275,75,518,44,639,138,509,52,699,207,645,46,899,290,890,89,1272,221,1068,89,1376,77,647,79,806,9,255,57,314,1061,5011,488,6563,34,554,62,659,42,474,42,556,122,1057,88,1264,217,1037,102,1353,313,1280,119,1708,462,1810,193,2468,382,2220,184,2787,159,1278,163,1599,15,408,97,527,1755,10124,1050,12925
LGA41750,3,23,4,31,7,13,4,18,0,41,3,48,8,43,0,57,6,43,5,56,10,85,7,105,4,58,4,75,5,29,4,28,0,4,0,9,48,344,39,431,3,11,0,19,0,11,0,15,8,42,8,57,11,44,4,59,7,41,0,54,24,67,4,93,15,41,3,58,3,19,0,27,0,9,0,9,67,283,32,381,6,37,5,47,7,23,4,33,12,88,16,112,23,93,4,118,17,83,13,109,29,147,16,192,21,97,7,127,7,50,5,56,0,16,0,20,114,628,67,810
LGA41830,0,25,5,29,0,27,5,25,3,60,14,77,12,53,11,71,12,72,11,92,20,104,14,139,16,118,13,155,6,55,8,73,0,22,4,24,62,539,86,684,0,24,6,36,0,26,4,33,7,66,11,84,13,47,7,69,24,69,8,103,32,97,8,138,31,108,15,157,18,53,10,75,0,18,4,26,129,520,65,716,3,55,12,66,0,53,7,65,13,126,24,165,23,99,15,144,38,143,15,191,51,203,27,276,43,232,28,308,23,110,24,149,0,46,8,52,194,1057,158,1407
LGA41960,0,17,5,27,4,19,0,19,7,48,9,64,5,51,12,64,14,64,14,82,15,76,14,104,6,106,10,129,9,40,8,55,0,9,0,13,52,435,65,556,0,18,0,24,0,11,0,18,6,52,6,59,15,41,7,64,14,55,10,81,16,81,9,107,16,91,14,115,3,38,3,51,0,16,4,18,79,408,48,536,5,38,10,50,4,29,0,40,12,97,8,122,15,89,19,123,28,118,24,166,35,160,18,212,20,199,28,243,7,81,12,103,0,29,3,35,128,841,119,1091
LGA42030,32,668,42,743,44,704,29,781,86,1385,73,1545,146,1148,77,1370,197,1164,60,1420,285,1252,51,1586,160,1042,52,1259,106,641,52,795,30,258,43,331,1093,8257,480,9830,28,605,36,670,54,632,35,719,190,1321,73,1580,282,1119,65,1472,384,1159,48,1591,460,1259,68,1781,253,1094,54,1404,121,856,83,1059,21,400,81,497,1799,8441,548,10788,65,1273,75,1414,101,1336,64,1503,280,2701,152,3129,430,2268,147,2845,581,2321,105,3010,743,2506,125,3368,419,2136,107,2667,226,1495,128,1852,53,656,121,831,2892,16695,1029,20619
LGA42110,5,88,12,110,0,64,9,67,18,148,16,175,19,149,16,184,32,201,20,248,57,299,22,382,37,284,30,345,24,129,14,170,9,32,0,43,199,1394,138,1732,7,96,11,109,3,56,12,69,29,132,13,171,46,127,17,183,45,182,17,245,84,249,25,365,45,243,28,316,15,133,22,167,8,52,10,64,282,1272,141,1692,16,187,22,219,4,114,16,141,45,279,24,347,65,273,40,374,78,384,29,494,142,549,49,745,82,528,52,664,41,262,37,334,10,87,11,107,478,2670,274,3428
LGA42250,20,226,24,272,9,166,52,229,22,272,169,464,33,374,241,651,74,487,174,735,111,517,126,753,53,489,93,624,17,170,45,238,0,40,8,54,345,2742,931,4024,17,203,22,245,14,140,16,168,19,273,23,311,71,375,33,482,132,412,42,590,146,419,50,618,81,345,40,461,22,141,36,203,7,41,34,78,512,2357,286,3155,37,427,46,513,24,305,72,394,38,546,190,780,110,754,272,1131,205,899,213,1318,260,934,177,1373,130,834,126,1093,43,314,83,438,5,81,46,133,858,5096,1220,7174
LGA42600,37,933,28,998,39,902,28,966,108,1762,89,1955,173,1839,88,2106,289,1908,91,2295,499,1966,101,2563,367,2090,116,2578,166,1171,70,1410,49,439,28,513,1725,13020,637,15384,43,898,19,958,59,872,37,970,144,1810,64,2024,277,1943,78,2295,518,1892,66,2477,780,2019,105,2905,562,2183,127,2871,200,1395,100,1697,47,923,63,1034,2634,13940,649,17226,78,1839,41,1954,98,1776,67,1933,252,3582,156,3979,453,3781,167,4400,803,3801,159,4769,1279,3983,200,5466,934,4269,240,5444,368,2564,168,3105,96,1359,93,1548,4355,26961,1291,32610
LGA42750,5,85,18,105,3,78,7,93,12,201,17,237,23,202,21,245,36,236,26,293,48,343,52,448,50,340,33,420,23,163,25,217,5,40,11,61,201,1696,211,2116,8,68,13,83,6,70,4,78,21,205,19,247,32,195,17,243,55,232,24,305,82,290,31,408,51,306,29,389,17,150,23,187,10,32,22,61,278,1540,182,2001,12,153,24,191,10,147,14,169,36,404,40,480,52,397,36,488,89,467,47,603,133,638,86,851,100,644,64,804,37,314,53,403,12,72,33,119,479,3242,392,4112
LGA43080,3,20,6,36,7,19,0,26,4,44,3,45,5,36,4,44,7,55,12,79,15,68,9,88,5,77,6,88,3,31,4,36,0,13,0,13,59,357,42,454,0,17,3,15,0,14,0,15,7,37,5,50,7,27,6,42,13,37,0,53,15,57,7,79,16,49,6,68,0,32,7,34,0,26,0,27,65,289,38,389,10,37,9,50,7,30,3,43,15,77,5,95,11,65,8,90,25,97,11,134,31,120,22,177,24,121,12,151,5,57,9,75,0,35,0,41,122,643,82,844
LGA43220,0,20,0,20,0,21,3,27,4,37,3,45,13,55,8,80,3,44,4,48,13,64,4,86,4,53,3,64,3,40,4,46,0,11,0,14,45,338,35,419,0,17,0,17,0,17,3,19,8,54,4,63,8,45,5,54,11,45,5,59,21,49,0,69,4,42,0,49,5,23,9,38,0,17,8,26,63,296,34,396,0,32,3,37,5,30,5,43,14,88,9,111,22,95,11,135,17,84,9,113,32,112,3,152,14,94,6,116,8,63,14,82,0,32,4,39,108,635,68,811
LGA43360,0,42,12,56,6,50,3,57,7,86,3,101,11,95,12,117,14,101,11,129,33,134,7,177,20,193,18,233,10,89,8,111,7,30,5,41,106,826,76,1013,0,41,3,46,3,38,3,46,19,82,4,102,10,90,9,109,22,95,6,124,41,143,13,194,35,169,12,210,14,102,10,124,0,39,3,44,146,789,56,989,0,82,11,99,8,92,3,100,25,170,6,202,26,184,14,225,36,201,14,251,73,271,25,369,51,361,27,444,23,195,21,236,12,66,6,86,249,1623,129,2001
LGA43650,31,530,43,602,19,406,10,441,35,698,43,775,81,743,52,881,166,901,60,1128,178,940,65,1185,108,674,38,819,43,266,27,331,8,80,9,98,666,5237,356,6257,24,503,19,552,26,438,24,486,81,692,36,802,201,787,38,1025,255,856,60,1171,283,782,43,1113,122,569,45,732,39,303,19,365,7,101,10,115,1038,5031,286,6355,55,1030,62,1149,44,841,39,924,114,1392,75,1584,278,1531,90,1907,422,1756,123,2297,464,1724,109,2292,222,1244,81,1550,77,571,44,697,17,183,18,211,1699,10271,642,12616
LGA43710,0,156,14,173,4,77,10,89,5,213,49,265,35,288,79,401,44,317,85,439,64,384,57,501,49,311,43,402,14,143,23,182,3,31,0,36,225,1923,348,2495,5,128,21,151,4,68,6,78,23,235,16,272,58,289,27,370,69,325,32,426,90,298,27,411,50,259,28,334,24,108,6,139,9,38,9,46,327,1743,158,2226,11,286,36,321,3,147,19,167,30,456,61,542,97,571,102,772,112,644,121,872,157,675,79,913,104,571,63,735,36,252,32,315,10,71,4,83,551,3671,508,4727
LGA43790,21,282,40,339,14,223,26,260,43,469,42,550,43,496,45,589,87,624,52,767,117,638,54,804,95,749,77,917,54,365,59,479,18,123,19,161,488,3971,405,4862,16,234,25,283,17,188,8,215,60,518,54,627,100,435,35,567,158,518,44,714,208,560,45,818,147,616,64,820,68,401,46,517,9,197,27,234,777,3667,350,4797,37,517,65,622,36,415,33,477,101,986,93,1177,142,928,86,1157,240,1144,97,1481,325,1196,103,1625,235,1361,132,1739,122,767,106,992,23,325,48,392,1266,7638,753,9656
LGA44000,0,0,3,3,0,5,0,5,0,0,0,5,0,3,6,5,0,3,5,10,0,3,0,6,0,3,0,3,0,0,0,4,0,0,0,0,0,18,16,34,0,0,0,4,0,3,0,5,0,3,6,9,0,0,5,3,0,3,8,14,0,3,3,6,0,4,0,4,0,0,0,0,0,0,0,0,4,19,22,40,0,0,7,9,0,7,0,5,0,7,6,12,0,3,4,14,0,9,10,20,3,7,4,11,0,8,4,7,0,0,0,4,0,0,0,0,6,35,38,79
LGA44060,107,2296,101,2494,163,2809,130,3107,400,6246,285,6939,635,5644,227,6508,743,4551,249,5550,887,4204,181,5270,663,3819,131,4614,286,1929,118,2330,91,827,61,979,3979,32322,1486,37790,107,2147,89,2336,206,2909,115,3233,623,6467,247,7342,960,5708,203,6879,1217,4400,168,5789,1541,4333,161,6034,922,4237,169,5322,342,2468,148,2964,65,1571,120,1756,5985,34240,1426,41649,210,4440,190,4839,376,5721,246,6340,1027,12713,540,14278,1596,11352,431,13378,1962,8953,425,11337,2425,8538,346,11310,1579,8054,301,9935,630,4398,263,5294,156,2389,177,2729,9966,66559,2917,79439
LGA44210,15,171,29,214,6,134,23,159,23,294,81,395,51,286,130,468,93,449,90,632,128,709,87,919,105,754,98,951,30,341,51,423,7,80,9,90,445,3216,586,4249,18,150,26,193,20,113,18,143,51,257,23,341,61,271,28,359,124,417,49,594,181,568,65,817,124,591,86,799,42,292,36,377,4,93,18,120,628,2760,351,3741,27,319,56,403,26,243,34,305,78,554,107,734,109,550,164,825,225,871,136,1228,309,1276,150,1736,224,1345,175,1748,71,637,84,799,12,177,25,214,1079,5973,940,7988
LGA44340,83,2035,59,2172,108,1865,63,2035,215,3202,144,3560,433,3594,118,4152,646,3778,115,4537,821,3100,122,4042,558,2729,96,3387,276,1823,85,2184,96,702,66,866,3231,22832,867,26929,103,1990,44,2130,122,1875,47,2048,296,3138,135,3563,638,3770,98,4510,1068,3614,102,4780,1295,2900,93,4295,811,2981,105,3895,345,2015,107,2465,71,1197,84,1356,4758,23465,816,29040,183,4019,93,4299,234,3738,110,4086,510,6332,279,7125,1073,7367,219,8664,1715,7387,213,9313,2115,6005,214,8335,1366,5714,204,7283,624,3838,193,4648,170,1896,149,2220,7990,46300,1676,55966
LGA44550,61,1053,51,1164,54,1062,56,1173,167,2113,124,2400,252,2008,147,2410,330,2059,102,2496,359,1805,103,2270,269,1635,105,2008,112,779,49,935,26,235,28,289,1630,12760,756,15144,74,1041,54,1176,77,989,48,1111,211,2198,109,2517,452,2087,106,2642,581,2132,90,2798,617,1761,94,2470,381,1667,96,2147,132,914,65,1107,22,401,26,448,2539,13185,699,16421,132,2100,107,2339,133,2047,100,2277,372,4311,229,4916,707,4096,252,5055,913,4192,191,5297,972,3568,202,4737,646,3307,207,4156,242,1692,111,2042,46,640,52,740,4163,25942,1456,31567
LGA44620,45,738,60,836,41,637,56,734,126,1416,114,1657,166,1187,83,1438,205,1266,90,1561,262,1284,62,1609,170,1201,94,1461,101,651,75,826,34,236,39,305,1144,8614,661,10429,33,746,45,833,67,628,53,749,189,1462,93,1745,285,1227,92,1594,344,1290,83,1725,397,1308,71,1777,278,1224,92,1597,115,826,107,1048,16,388,87,501,1727,9099,729,11560,78,1484,107,1666,107,1266,111,1483,311,2876,206,3399,449,2415,175,3035,548,2556,182,3287,658,2594,130,3384,448,2424,179,3058,218,1475,179,1874,52,625,128,802,2873,17716,1400,21984
LGA44830,4,61,15,75,6,36,0,37,14,90,5,109,12,85,5,104,22,125,17,167,53,241,27,316,34,219,21,271,15,98,20,135,5,24,3,32,155,980,119,1247,3,45,16,61,0,28,0,35,13,79,5,99,23,90,13,124,38,120,19,184,78,201,20,302,36,179,24,236,10,105,20,137,0,40,5,52,201,901,116,1220,3,106,26,138,7,64,4,75,23,169,14,202,34,171,25,235,63,249,32,347,134,442,43,615,67,394,44,511,25,208,38,271,5,66,10,83,357,1875,238,2471
LGA45040,29,537,51,620,40,521,76,630,101,1012,262,1372,114,916,239,1274,186,999,169,1350,209,1117,127,1452,192,979,95,1262,91,654,67,807,30,200,25,245,1005,6931,1096,9026,39,494,51,588,55,485,38,583,171,1019,78,1271,201,848,73,1118,294,965,93,1349,337,1101,83,1519,242,972,83,1306,105,673,73,849,14,314,39,367,1466,6881,611,8951,74,1033,104,1212,97,1004,112,1217,269,2032,341,2642,314,1765,309,2388,480,1963,260,2707,546,2224,206,2969,439,1956,177,2566,199,1325,141,1664,45,515,57,615,2465,13812,1702,17978
LGA45090,7,199,23,234,12,208,21,248,38,479,45,568,39,489,38,567,52,471,35,550,58,490,52,599,51,429,38,515,23,234,27,282,8,61,12,87,293,3049,302,3648,10,176,21,212,9,168,13,187,34,415,32,476,63,468,41,572,70,420,29,518,117,394,28,539,65,360,41,466,34,229,36,302,7,109,17,131,411,2745,250,3412,17,378,48,441,22,379,32,434,69,899,75,1041,102,954,79,1142,127,882,62,1070,177,884,81,1139,116,792,78,978,54,462,65,587,13,167,33,220,709,5793,552,7057
LGA45120,9,90,13,107,3,111,7,125,7,168,8,189,35,182,22,233,43,201,19,263,50,310,20,383,45,289,21,351,24,141,29,186,5,38,4,49,217,1529,142,1885,3,86,6,97,3,59,3,69,20,164,14,206,50,173,20,238,61,203,16,271,93,259,16,368,51,262,18,331,22,146,21,191,0,72,12,85,308,1429,119,1855,14,176,20,204,10,169,10,194,35,334,20,389,85,352,37,473,98,404,31,534,142,568,39,747,96,547,37,681,46,296,43,379,4,112,14,130,526,2955,256,3744
LGA45290,34,1055,35,1130,61,1140,34,1237,138,2573,138,2852,212,2112,107,2431,339,1783,86,2209,441,1655,86,2185,251,1451,69,1777,131,884,55,1068,50,413,40,505,1669,13072,647,15384,41,810,36,883,80,1110,54,1242,202,2589,120,2909,316,2084,92,2495,543,1735,75,2357,723,1552,76,2349,395,1643,77,2113,183,1291,69,1545,32,762,71,871,2518,13587,662,16760,75,1868,67,2007,141,2251,86,2480,342,5160,258,5758,534,4195,195,4924,884,3521,161,4568,1167,3203,163,4528,649,3091,146,3885,320,2178,119,2611,84,1180,112,1377,4183,26652,1309,32147
LGA45340,227,4762,253,5250,292,4552,233,5071,758,9330,540,10630,1169,9144,537,10850,1549,9119,508,11180,1687,8507,464,10656,1330,7842,411,9582,622,4116,285,5020,155,1230,155,1545,7782,58612,3388,69779,279,4442,249,4967,370,4235,202,4801,1166,9215,441,10822,2076,9139,479,11695,2589,8542,432,11561,2793,8519,426,11743,1941,8382,422,10753,713,4590,383,5683,84,1966,292,2349,12006,59033,3338,74378,506,9203,506,10218,660,8787,440,9881,1918,18547,988,21451,3244,18287,1016,22544,4134,17666,937,22741,4477,17026,889,22395,3274,16229,836,20330,1335,8704,670,10711,236,3200,451,3887,19786,117647,6721,144158
LGA45400,3,20,0,23,0,12,0,16,0,31,6,34,0,27,4,33,9,35,5,46,8,60,3,79,15,60,8,73,5,25,0,32,0,9,4,16,38,279,27,350,0,26,0,27,0,3,0,3,3,41,3,45,9,31,5,45,12,34,0,45,25,51,3,79,18,49,7,69,3,29,6,34,0,28,9,36,67,282,32,381,0,40,0,47,0,12,0,21,3,68,4,78,12,59,6,77,17,71,6,94,36,115,12,155,27,105,12,149,7,53,8,68,0,37,9,49,111,560,63,726
LGA45540,0,30,8,41,0,28,4,38,5,47,10,63,10,44,13,68,12,76,13,109,24,112,24,155,17,129,22,161,3,58,8,71,0,14,5,15,72,538,113,723,4,21,3,35,0,21,0,25,4,38,17,60,16,54,11,85,23,62,11,98,32,110,19,155,21,105,13,142,4,68,10,83,0,19,3,27,108,493,106,711,8,55,14,71,0,50,3,60,11,81,29,122,29,100,27,156,33,143,31,209,54,218,40,312,37,233,33,300,13,122,25,157,3,33,8,49,183,1035,214,1432
LGA45680,141,2830,235,3208,224,2974,234,3430,628,6477,566,7665,728,5134,489,6358,786,4495,363,5644,777,4288,299,5366,461,2829,242,3533,204,1410,145,1751,62,464,84,607,4006,30898,2658,37564,173,2546,233,2948,276,3025,241,3540,1162,6407,535,8107,1352,4627,376,6358,1229,4113,332,5675,1226,4024,260,5513,579,2863,243,3686,196,1754,209,2155,32,781,154,965,6228,30145,2579,38945,310,5379,461,6151,496,6002,478,6970,1788,12884,1096,15770,2078,9770,869,12715,2018,8610,693,11319,2004,8312,566,10878,1042,5688,479,7214,395,3159,354,3912,93,1239,242,1574,10233,61038,5235,76510
LGA45890,132,3005,185,3315,247,4179,338,4766,643,10000,838,11471,930,8445,698,10075,1060,6449,524,8034,1188,5985,394,7565,692,4532,261,5488,301,2267,166,2741,98,871,82,1054,5297,45728,3493,54512,154,2883,169,3207,312,3647,215,4174,994,9361,572,10927,1408,7796,514,9726,1683,6117,378,8179,1788,5733,304,7824,1039,4845,285,6168,401,2858,190,3451,100,1714,122,1934,7873,44962,2746,55581,283,5883,355,6526,562,7825,553,8939,1638,19356,1410,22399,2339,16240,1218,19793,2742,12561,906,16214,2968,11722,698,15389,1731,9384,542,11653,699,5127,358,6188,199,2588,206,2988,13163,90692,6238,110095
LGA46090,14,355,52,421,18,300,98,419,54,764,338,1160,58,564,253,879,106,570,143,821,109,753,102,962,87,567,66,719,32,327,38,403,10,69,13,95,485,4277,1103,5870,15,295,39,347,28,288,24,341,106,761,71,937,115,593,69,779,175,608,79,861,183,648,79,906,117,528,41,686,37,331,35,401,5,140,17,161,776,4191,452,5418,25,648,88,773,46,591,121,762,163,1525,408,2096,178,1160,321,1653,274,1183,224,1682,292,1395,181,1870,199,1095,107,1406,68,652,78,799,11,209,29,250,1268,8471,1549,11285
