LGA_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
LGA72800,1013,61,98,5,0,1179,4716,239,312,0,0,5267,2093,453,807,0,7,3363,336,214,302,0,0,857,19,14,14,0,0,47,604,107,146,5,0,869,334,27,15,0,0,369,12,3,13,0,0,30,3398,814,1300,5,11,5540,103,14,10,0,0,134,122,27,54,0,0,205,9348,1158,1786,14,14,12318
LGA73600,52,0,0,78,4,135,19,0,0,8,3,25,0,0,0,0,0,0,409,126,22,0,0,558,122,25,0,5,0,152,7,3,0,3,0,17,47,3,5,8,7,64,4,3,0,0,0,9,587,159,27,15,8,800,130,21,5,19,15,190,17,0,0,9,5,41,807,176,28,134,36,1188
LGA74050,19,4,0,0,0,25,0,0,0,0,0,7,0,0,0,0,0,0,306,19,36,0,0,363,73,0,7,0,0,88,0,0,0,0,0,0,22,3,8,0,0,34,10,0,0,0,0,7,414,25,52,0,0,490,40,5,10,11,9,70,11,0,3,0,0,18,489,30,61,15,16,604
LGA74550,63,0,0,17,9,91,21,3,0,3,5,37,0,0,0,0,0,0,150,53,3,0,0,202,77,18,0,0,0,90,10,0,0,4,0,19,32,3,0,0,4,42,5,0,0,0,0,3,273,75,3,4,5,361,64,4,0,4,8,77,13,0,0,5,8,26,440,86,4,30,28,585
LGA74560,68,0,0,6,0,70,72,0,0,0,0,72,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,3,171,0,0,6,0,175
LGA74660,16,0,0,21,0,33,5,0,0,5,0,4,6,0,0,0,0,6,273,29,3,3,3,303,330,19,4,0,0,350,5,0,0,5,0,9,141,39,16,7,5,214,5,3,0,0,0,8,754,86,24,13,10,893,187,17,8,13,8,234,15,9,0,3,4,35,976,118,33,55,17,1199
LGA74680,29,0,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,94,13,0,0,0,109,193,33,0,3,0,235,0,0,0,0,0,0,27,13,0,0,0,40,7,5,0,0,0,15,322,62,0,3,0,393,31,13,0,9,3,57,7,0,0,0,4,12,398,78,6,13,7,498
LGA79399,248,7,0,43,16,313,245,3,0,9,7,258,64,12,7,3,0,86,26,16,3,0,0,42,17,13,13,0,5,39,41,5,3,4,0,55,510,203,91,17,25,837,0,4,0,0,0,5,659,243,115,24,29,1074,293,41,41,5,6,384,43,7,3,8,8,67,1485,305,161,91,62,2099
LGA79499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA89399,34873,5832,3999,92,26,44831,48878,9835,9001,4,32,67754,9414,6251,12930,4,44,28635,4400,2711,1429,18,10,8569,387,315,300,0,10,1012,4797,2350,3332,9,27,10516,1663,473,539,31,27,2736,107,54,48,0,0,208,20770,12148,18580,62,124,51681,1020,828,810,4,16,2675,894,270,276,0,9,1456,106433,28921,32669,168,213,168400
LGA89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,363,0,3,0,4,372,206,5,0,0,3,213,104,4,4,0,0,109,6,0,0,0,0,7,28,0,0,0,0,27,126,4,5,0,3,135,30,0,0,0,0,32,0,0,0,0,0,0,292,9,11,0,3,318,37,0,0,0,0,35,42,0,0,0,4,47,946,11,14,3,15,986
LGA99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
