LGA_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
LGA36820,457,123,646,151,27,1698,2069,1637,769,26,1049,1025,170,441,1622,194,1381,13949,814,21910,23,30,3,3,16,12,10,6,10,6,20,149,2407,2638,2635,1846,980,208,1298,1382,280,629,2088,320,2044,14245,3248,26244,5,0,0,0,0,0,0,0,0,0,4,27,0,42,211,71,97,10,139,153,27,57,129,27,115,404,28,1013,213,71,97,10,139,152,27,65,131,27,121,433,27,1056,2369,1525,859,168,1133,1201,242,553,1850,284,1718,10239,654,18441,51,24,18,28,18,23,10,7,19,6,37,171,1989,2300,2634,1611,975,208,1287,1376,280,624,1996,322,1879,10839,2669,21794
LGA36910,4098,954,4748,978,236,12181,14153,15060,4540,211,6992,5951,1134,2273,14715,978,10556,94438,5447,151343,201,120,51,47,77,90,15,39,125,17,118,691,8468,9678,18550,17163,5881,1535,9028,8417,1849,3580,18927,1949,15418,96102,14152,173204,82,46,11,0,7,19,4,4,81,0,63,733,23,996,1390,462,547,119,743,873,163,377,977,192,848,1928,167,5521,1471,506,557,119,752,892,173,378,1055,192,905,2666,192,6518,16766,13883,5221,1305,8106,7314,1613,3088,16658,1687,12878,66561,4184,124625,285,111,66,107,114,163,33,51,149,50,124,500,7008,8157,18526,14504,5839,1529,8959,8363,1814,3517,17862,1926,13908,69729,11390,139300
LGA36950,17,4,48,17,0,111,67,168,27,5,188,64,24,19,76,9,87,2328,162,3055,0,6,0,0,7,3,0,0,0,0,0,46,197,251,92,181,34,14,218,85,42,23,96,13,134,2390,358,3421,0,0,0,0,0,0,0,0,0,0,0,26,0,31,5,5,6,0,12,8,0,6,4,0,3,50,0,78,5,3,6,0,12,8,0,6,7,0,3,81,5,108,80,132,29,14,202,71,36,16,79,12,111,1528,93,2180,0,4,0,0,3,0,0,0,3,0,3,52,164,228,92,142,34,14,222,78,45,18,87,13,120,1661,263,2523
LGA36960,3,9,29,30,0,142,70,134,16,6,307,103,24,10,27,10,96,2895,134,3672,0,0,0,0,10,0,0,0,0,0,6,73,220,306,87,150,18,11,369,115,35,15,32,14,123,3001,348,4124,0,0,0,0,5,0,0,0,0,0,0,44,0,53,11,5,0,0,28,9,0,0,0,0,9,86,0,137,6,6,0,0,35,8,0,0,0,0,10,129,0,188,74,113,23,11,332,95,30,15,31,12,97,1735,41,2422,0,0,0,0,6,0,0,0,0,0,0,20,163,190,87,117,18,11,363,103,30,14,32,14,105,1888,200,2801
LGA37010,3859,808,4524,1011,257,11362,13047,13843,4392,226,6950,5734,1116,2599,15951,884,11310,107225,5981,165472,167,119,51,104,85,97,33,44,138,28,132,741,14627,15939,16866,15645,5695,1388,8935,7780,1848,3915,19950,1720,15968,108980,20863,192768,363,234,47,0,33,33,12,7,408,6,301,4293,144,5525,2089,556,741,112,1006,1068,188,490,2096,218,1370,3187,218,8654,2449,792,792,117,1046,1101,202,499,2504,226,1672,7484,366,14180,14164,12469,4788,1098,7729,6444,1558,3280,16329,1438,12318,72492,4484,128221,219,80,80,180,109,132,54,72,146,41,193,473,12306,13397,16840,13341,5659,1387,8878,7677,1814,3842,18978,1708,14182,80449,17154,155798
LGA37300,20,0,27,13,0,84,100,184,51,0,79,42,14,15,147,8,141,2768,105,3497,5,4,0,0,0,0,0,0,0,0,3,20,490,518,112,199,52,5,98,49,20,22,165,7,167,2809,594,4100,0,0,0,0,0,0,0,0,0,0,0,14,0,14,7,5,8,0,6,3,6,0,0,0,10,54,0,86,7,5,8,0,6,3,6,0,0,0,10,71,0,103,104,163,45,4,84,39,18,11,150,7,128,1855,88,2532,0,4,0,5,3,5,0,4,0,0,4,16,383,410,110,170,52,5,93,49,20,18,149,7,138,1945,473,3047
LGA37310,735,165,796,198,52,2182,2468,2978,776,38,1438,1056,243,472,2566,198,1611,17929,1036,28210,38,31,18,3,28,15,3,7,29,9,15,190,3153,3456,3223,3459,1003,203,1826,1494,377,710,3332,376,2428,18314,4243,33843,0,4,0,0,0,0,0,0,0,0,0,27,0,28,206,86,73,13,123,140,24,70,158,34,112,254,19,757,206,87,76,13,123,140,24,70,160,34,110,279,18,790,2956,2788,910,178,1663,1325,330,628,2938,335,1997,12511,833,23019,56,32,10,9,25,23,8,10,30,4,21,107,2565,2791,3217,2902,998,201,1811,1481,367,698,3127,374,2127,12900,3410,26596
LGA37340,551,140,618,173,31,1876,2278,2205,803,32,1192,1057,197,522,2225,179,1700,21079,1173,30973,40,24,12,0,26,12,3,8,29,4,20,174,4022,4307,2920,2516,1042,248,1521,1395,301,763,2801,325,2346,21426,5226,37152,0,0,0,0,0,0,0,0,0,0,0,23,0,31,206,70,70,16,124,122,17,56,128,38,120,413,30,970,206,67,72,16,124,125,17,56,133,38,120,431,30,997,2661,2077,944,230,1361,1240,273,684,2485,276,2003,15884,953,25982,44,26,11,9,24,19,7,18,26,10,11,140,3529,3794,2911,2169,1030,248,1513,1389,294,755,2639,323,2126,16457,4510,30777
LGA37400,4,0,14,3,0,45,74,90,30,4,44,32,5,18,55,10,32,601,44,905,6,6,0,0,0,0,0,0,0,0,0,5,170,178,95,100,31,0,63,43,16,22,56,10,46,611,215,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,3,0,3,0,0,3,6,0,22,6,3,5,0,0,3,0,3,0,0,3,13,0,23,88,81,27,0,53,39,12,19,55,10,41,457,31,754,0,0,0,0,3,0,3,0,0,0,0,9,148,160,95,83,31,0,63,43,16,22,55,10,44,476,178,936
LGA37550,9,5,7,9,0,40,25,66,0,0,101,32,11,5,28,3,33,608,53,897,0,9,0,0,4,0,0,0,5,0,0,22,48,89,27,75,5,3,115,45,17,12,41,9,41,642,100,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,7,26,58,5,3,107,41,17,12,36,6,34,367,10,617,0,0,0,0,0,0,0,0,0,0,0,7,33,37,27,59,5,3,115,41,17,12,39,6,34,373,39,663
LGA37570,0,0,0,4,0,5,7,4,3,0,27,12,3,0,7,0,14,149,15,226,0,5,0,0,9,0,0,0,0,0,0,20,22,51,3,7,3,0,43,13,3,0,7,0,15,174,32,276,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,3,7,0,0,43,16,3,0,7,0,15,115,7,183,0,0,0,0,0,0,0,0,0,0,0,4,5,8,3,7,0,0,43,12,3,0,7,0,15,118,12,199
LGA37600,8,11,21,12,0,86,34,101,9,3,188,113,15,20,57,5,108,1656,146,2289,0,6,0,0,0,0,0,0,4,0,3,46,67,129,50,118,21,23,221,130,35,28,69,19,133,1712,208,2505,0,3,0,0,3,0,0,0,0,0,0,15,0,31,0,0,0,0,6,0,0,0,7,3,0,14,0,27,0,3,0,0,11,4,0,0,8,3,0,39,0,59,51,98,22,23,209,122,32,25,63,18,116,1074,20,1631,0,0,0,0,4,0,0,0,0,0,0,11,59,77,54,102,21,23,222,125,31,28,69,19,119,1129,76,1757
LGA39499,401,62,360,60,11,793,1064,894,319,18,461,472,80,279,1491,83,913,6063,395,10318,19,7,0,6,8,7,0,3,21,3,6,55,3453,3558,1341,1078,390,44,579,591,115,376,1912,143,1281,6171,3862,14670,5,6,0,0,0,0,0,0,4,0,4,17,0,36,107,31,32,3,54,71,12,37,108,20,90,169,48,498,112,36,32,3,54,71,12,35,116,20,91,189,52,530,1215,949,350,41,523,517,98,326,1709,120,1112,4936,1030,10072,18,11,4,0,8,9,3,10,18,0,10,55,2529,2626,1344,998,389,42,579,589,109,373,1840,143,1214,5177,3603,13234
LGA39799,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,41,0,44,0,0,0,0,0,0,0,0,0,0,0,0,128,130,0,0,0,0,0,0,0,0,4,0,0,42,133,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,40,0,41,0,0,0,0,0,0,0,0,0,0,0,5,128,132,0,0,0,0,0,0,0,0,4,0,0,42,133,183
LGA40070,318,69,333,73,12,850,1053,1410,544,24,554,606,79,188,1922,100,1367,15932,483,22102,9,11,8,4,9,10,3,4,20,0,16,108,1910,2076,1324,1514,660,151,696,753,112,260,2259,172,1718,16110,2406,25026,7,0,0,0,0,0,3,0,3,0,4,81,0,98,91,28,51,12,42,61,9,12,64,15,52,158,19,426,92,34,52,12,44,60,12,12,71,15,59,240,19,519,1196,1408,598,120,645,677,97,227,2128,151,1574,14576,446,21054,39,14,9,21,9,8,0,13,36,3,23,95,1844,2003,1327,1447,657,151,695,748,108,254,2234,172,1659,14903,2304,23578
LGA40120,416,111,643,165,20,1540,3100,3224,1198,49,1287,1375,193,430,2928,194,2728,24559,1096,37610,54,24,14,25,14,21,3,8,25,7,26,160,1442,1729,3593,3446,1381,277,1479,1638,254,556,3374,309,3391,24883,2564,40879,13,8,7,0,0,0,0,0,12,0,11,140,11,185,187,78,88,20,104,143,12,49,142,26,126,471,31,1052,195,89,97,20,110,143,15,49,153,27,136,612,35,1236,3320,2895,1256,196,1335,1441,224,487,3048,271,2910,18061,865,30800,67,22,19,65,27,42,9,12,65,15,53,122,1212,1495,3587,3013,1376,277,1461,1625,251,549,3262,312,3092,18792,2117,33530
LGA40150,179,45,247,61,7,593,833,968,203,17,462,320,70,159,763,62,568,5381,284,8584,14,18,4,0,5,9,0,0,13,0,12,62,562,661,1058,1099,272,44,574,429,90,234,952,108,824,5501,856,9835,3,3,0,0,0,0,0,0,0,0,4,27,0,38,59,28,25,0,31,35,9,24,43,4,35,90,10,244,57,28,28,0,37,34,3,24,43,6,40,109,9,283,986,906,243,43,531,384,83,197,868,102,699,3938,218,7172,17,9,0,0,14,11,3,7,11,0,10,33,462,533,1054,944,269,44,572,431,86,227,914,108,741,4085,693,7993
LGA40220,706,225,842,172,45,2270,3251,2245,1108,55,1475,1534,196,509,2480,235,1953,14370,790,25003,48,22,10,5,28,28,4,6,26,8,18,96,1245,1458,4211,2594,1365,362,1896,2034,306,797,3217,462,2816,14641,2074,28730,5,0,0,0,0,4,0,0,3,0,3,23,0,35,287,96,105,25,175,230,40,72,188,38,149,349,25,1067,290,100,109,25,177,237,40,72,191,38,153,366,25,1103,3819,2174,1230,275,1674,1768,261,704,2842,394,2401,11001,666,22214,95,23,16,62,41,32,5,18,61,29,56,88,1073,1362,4201,2304,1353,362,1894,2031,309,791,3102,461,2610,11454,1758,24672
LGA40250,9,0,37,19,0,104,16,82,3,0,161,72,13,10,52,0,89,1440,104,1951,3,4,0,0,9,4,0,0,0,0,9,99,151,279,26,102,7,12,213,92,23,17,60,0,132,1554,261,2333,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,26,94,7,12,208,77,23,18,57,0,114,1062,98,1628,0,0,0,0,5,0,0,0,0,0,4,32,103,141,26,94,7,12,215,81,23,18,60,0,121,1098,194,1775
LGA40310,454,92,553,155,28,1470,2285,2138,731,27,1131,894,151,345,2109,137,1544,13975,695,22555,27,12,3,0,8,8,0,5,17,3,11,95,886,1047,2818,2366,885,225,1360,1141,222,476,2579,230,2106,14225,1608,25066,11,0,4,0,0,4,0,0,11,0,11,49,0,84,167,58,64,14,124,103,18,44,116,14,91,289,17,757,177,62,66,14,124,104,17,44,129,14,101,337,17,842,2599,1969,810,192,1215,1011,195,411,2310,208,1777,10285,565,18908,42,13,5,7,18,19,4,9,14,8,27,70,766,920,2811,2047,878,225,1353,1133,215,465,2452,230,1902,10698,1342,20672
LGA40430,66,22,141,16,3,276,329,224,90,8,157,135,24,65,202,22,125,1183,72,2137,9,0,4,0,3,3,0,4,0,6,3,11,174,201,454,282,128,50,217,178,41,92,268,49,273,1209,253,2619,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,10,11,9,31,13,0,6,19,0,16,36,8,123,29,10,11,9,31,13,0,6,24,0,16,36,8,128,407,238,109,46,177,161,36,81,234,43,247,874,73,1944,14,12,6,0,7,7,0,8,5,6,3,13,133,178,456,260,128,50,217,174,41,92,264,49,264,920,208,2248
LGA40520,327,66,317,82,21,915,1050,955,298,21,630,409,81,246,842,61,608,5333,328,8969,31,16,5,0,4,9,6,5,12,3,10,62,482,601,1424,1143,383,118,805,583,126,355,1182,135,933,5472,832,10484,0,0,0,0,0,0,0,0,0,0,0,3,0,3,74,31,33,17,59,57,4,26,54,5,33,120,6,318,74,28,33,17,59,57,4,26,54,5,33,121,6,319,1308,955,339,99,729,522,113,319,1065,126,791,4039,288,7985,34,11,8,0,20,9,4,11,14,0,18,53,386,508,1425,998,382,118,801,585,125,360,1132,135,845,4213,684,8818
LGA40700,591,161,712,187,22,2196,2985,2801,1388,79,1495,1647,236,413,2542,233,2896,29603,1054,42764,31,14,13,4,9,16,0,4,19,3,12,169,820,1074,3712,3034,1649,524,1821,2083,342,599,3148,390,3618,29960,1898,46030,7,0,0,0,3,0,0,0,0,0,4,71,3,84,164,63,118,20,108,185,35,54,97,36,119,383,22,980,171,63,118,20,106,185,35,54,101,36,125,454,25,1068,3501,2565,1502,487,1690,1874,301,523,2930,342,3207,22722,881,36358,34,14,16,14,23,17,0,8,21,8,13,76,698,858,3706,2640,1636,525,1814,2074,332,587,3053,393,3345,23252,1601,38283
LGA40910,800,251,1163,365,104,3509,3499,3268,1262,79,2323,1752,254,540,3449,264,3278,34162,1414,49491,39,30,12,5,29,20,7,12,23,9,25,240,1430,1801,4715,3699,1636,563,3016,2446,431,832,4274,519,4467,34769,2944,54800,10,9,0,0,0,0,0,0,9,0,9,101,3,129,181,71,90,22,104,170,16,47,121,32,129,322,19,870,191,73,83,22,104,170,16,50,125,32,135,425,18,1000,4467,3193,1531,537,2878,2255,398,767,4001,476,3989,26568,1232,43391,50,20,12,4,25,11,5,10,32,10,23,133,1247,1507,4709,3285,1630,562,3006,2437,425,823,4154,516,4143,27133,2502,45893
LGA41010,20,15,44,10,0,132,230,261,79,5,181,132,34,38,190,16,144,2018,148,3071,7,11,0,0,3,7,0,0,11,3,5,31,257,302,272,279,103,16,209,160,40,59,216,29,194,2054,408,3505,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,9,12,0,10,9,4,8,8,0,12,15,0,66,20,9,12,0,10,9,4,8,12,0,11,25,0,73,242,222,89,9,191,136,32,52,199,23,149,1487,93,2471,9,4,3,8,6,9,0,0,3,4,10,21,203,252,271,235,103,16,209,160,40,56,209,29,165,1522,300,2792
LGA41060,2518,665,3097,852,142,8586,8334,8150,2907,170,4971,3673,669,1327,8373,641,7323,72524,3623,108722,96,67,41,7,60,50,17,27,72,12,61,529,3695,4539,11342,9301,3827,1408,6755,5368,1170,2105,10966,1314,10483,73901,7462,121840,17,17,0,0,3,3,0,0,21,0,29,419,6,505,473,160,251,72,326,375,68,133,296,87,299,870,60,2280,486,178,253,72,333,372,70,137,314,87,326,1289,68,2776,10688,8075,3502,1265,6293,4861,1057,1890,10279,1193,9317,56923,3117,96808,158,48,49,69,105,108,23,54,109,31,102,309,3106,3806,11332,8300,3809,1408,6723,5342,1146,2078,10707,1306,9745,58523,6295,103394
LGA41140,160,38,180,40,22,578,882,792,251,3,420,382,67,156,774,52,539,4931,256,8073,9,6,4,3,8,5,0,5,12,0,10,40,469,538,1092,878,317,77,546,487,99,224,954,87,727,5008,745,9187,0,0,0,0,0,0,0,0,0,0,0,7,0,12,68,23,28,0,45,49,11,20,51,3,44,106,5,291,68,23,32,0,45,49,11,20,51,3,44,116,5,301,1001,729,283,70,481,431,84,199,874,77,630,3634,218,6867,24,17,4,0,15,3,0,4,10,0,9,32,407,488,1088,770,317,77,538,483,96,219,935,87,680,3771,630,7658
LGA41190,17,5,29,13,0,88,131,142,46,4,80,57,6,23,96,8,68,1041,30,1523,0,3,0,0,0,0,0,0,0,0,0,11,122,136,157,164,48,18,93,72,8,28,112,16,96,1061,154,1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,4,9,0,3,3,0,9,11,0,28,5,3,4,0,4,9,0,3,3,0,9,11,0,28,147,137,49,12,85,63,4,27,106,16,77,761,26,1253,0,0,0,3,0,0,0,0,0,0,3,7,108,121,155,139,51,18,93,72,8,28,109,16,87,777,133,1402
LGA41330,19,8,30,5,0,90,108,88,37,3,88,65,9,21,80,12,63,756,51,1188,3,3,0,0,5,3,0,0,6,0,0,7,274,298,144,101,43,11,104,84,7,33,101,22,93,770,329,1566,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,4,6,0,3,8,0,3,3,0,8,16,0,51,11,4,6,0,3,8,0,3,7,0,8,18,0,48,127,96,39,9,99,73,7,35,88,17,79,590,47,1054,0,0,0,0,5,0,0,0,0,0,0,23,245,281,144,94,43,11,106,83,7,33,95,22,92,634,293,1382
LGA41560,424,92,515,89,35,1344,1872,1415,547,25,987,770,130,376,1270,129,1012,6896,425,12697,29,10,10,4,26,10,5,7,17,5,10,49,885,1009,2435,1709,720,149,1315,1076,203,574,1712,222,1540,7035,1340,15050,0,3,0,0,0,0,0,0,0,0,0,9,0,16,157,40,58,11,120,110,19,51,97,25,96,147,16,544,157,45,58,11,122,109,19,52,93,25,96,155,16,555,2237,1441,645,130,1173,946,180,503,1560,194,1314,5211,362,11439,37,27,9,3,21,16,6,17,15,0,17,72,767,932,2429,1516,711,149,1314,1073,201,568,1671,222,1427,5440,1135,12925
LGA41750,22,0,11,3,0,49,91,78,23,3,42,45,10,24,67,10,42,573,15,878,4,0,0,0,0,0,0,0,0,0,0,9,73,87,114,82,28,16,53,55,12,24,86,10,56,582,94,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,8,0,19,4,0,0,0,0,4,0,0,0,0,0,8,0,19,105,68,26,17,49,55,10,28,81,10,50,405,14,722,0,0,0,0,0,0,0,0,0,0,0,10,56,70,111,69,28,16,47,55,12,24,80,10,49,423,72,810
LGA41830,35,16,35,10,3,137,166,124,50,0,103,81,10,27,97,11,77,816,45,1346,4,0,0,0,0,0,0,0,0,0,0,15,141,161,221,144,60,30,135,109,14,40,135,26,116,847,183,1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,9,5,15,15,0,12,10,0,10,17,0,62,14,7,9,5,15,15,0,12,10,0,10,20,0,62,199,114,53,25,117,95,10,29,119,21,104,620,37,1198,6,6,0,0,6,0,0,0,0,0,0,10,126,147,221,123,60,30,135,109,14,40,135,27,117,649,167,1407
LGA41960,18,5,37,12,0,83,137,102,49,0,63,53,10,25,70,5,56,675,40,1069,0,0,0,0,3,0,0,0,0,0,0,6,129,134,177,118,59,10,84,68,14,32,90,15,88,687,169,1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,10,0,6,4,0,3,6,0,3,14,4,46,12,7,10,0,6,4,0,3,6,0,3,14,4,46,161,95,57,12,76,57,11,28,77,15,80,507,37,930,4,0,0,0,4,0,0,0,3,3,0,10,99,117,177,107,59,10,84,68,14,32,85,15,81,529,144,1091
LGA42030,703,158,823,189,44,2177,2350,2457,688,25,1333,962,169,434,2604,152,1770,12517,788,21799,22,21,4,4,4,3,0,10,19,0,10,86,859,1022,3171,2855,933,338,1757,1399,264,695,3324,303,2612,12789,1686,24988,23,20,4,0,6,5,0,0,20,0,26,166,6,257,223,85,78,22,168,129,21,65,156,26,129,308,24,906,247,103,80,22,169,132,16,65,173,26,154,477,26,1161,2794,2324,808,223,1506,1150,219,586,2924,261,2103,8945,635,18493,122,30,40,93,64,112,21,31,77,19,111,61,677,962,3166,2459,929,342,1740,1391,257,688,3177,304,2364,9491,1337,20619
LGA42110,124,29,151,13,8,329,456,348,138,8,223,151,22,85,334,25,223,2017,121,3416,10,0,0,0,3,3,0,0,4,0,3,20,282,321,596,413,173,38,287,223,37,132,457,55,380,2056,409,4060,4,0,0,0,0,0,0,0,0,0,0,0,3,3,38,14,11,0,21,27,3,9,24,6,18,45,8,132,40,14,11,0,21,27,6,9,29,6,22,41,9,142,542,362,161,37,264,190,33,116,411,50,328,1503,96,3014,16,8,0,0,7,3,0,6,9,5,6,22,219,273,595,380,173,38,286,222,37,127,448,55,358,1573,328,3428
LGA42250,84,24,130,28,5,325,618,603,188,7,331,289,59,93,444,54,394,4597,293,7032,6,3,0,0,4,3,0,0,7,0,5,41,1225,1279,729,644,223,23,390,350,72,137,537,74,525,4665,1527,8636,0,0,0,0,0,0,0,0,0,0,0,4,0,12,54,16,22,4,32,37,3,17,31,5,27,79,4,214,53,16,21,4,35,39,3,17,32,5,29,86,4,228,662,531,196,18,351,306,64,117,480,66,449,3397,241,5771,8,3,4,0,7,4,5,0,7,3,5,23,1129,1180,729,548,223,23,393,350,74,137,514,74,481,3505,1373,7174
LGA42600,781,181,887,188,62,2448,3232,2732,1330,74,1329,1602,203,521,2543,238,2420,21419,995,33779,37,20,7,4,16,16,3,9,16,3,11,143,1058,1312,4097,3032,1638,524,1672,2097,325,748,3348,429,3319,21749,2112,37543,4,0,0,0,0,0,0,0,7,0,3,69,0,78,237,93,127,34,138,214,26,50,117,38,138,396,18,1083,235,93,127,34,136,216,26,50,122,38,145,461,17,1165,3803,2637,1490,474,1507,1837,288,669,3122,381,2982,17031,907,30293,57,19,18,13,22,34,8,13,25,11,26,80,945,1149,4097,2749,1636,524,1664,2078,319,730,3276,429,3146,17570,1868,32610
LGA42750,55,19,81,18,3,213,452,355,146,5,219,202,37,63,341,43,290,2638,134,4258,4,3,0,0,0,4,0,0,3,0,3,13,395,422,523,386,176,27,253,248,44,93,401,55,380,2666,531,4894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,11,0,13,21,0,5,27,0,14,55,5,141,25,3,11,0,13,21,0,5,27,0,14,55,5,144,483,333,160,23,238,219,44,85,361,53,325,1970,109,3596,6,3,0,6,3,4,0,0,5,0,4,22,337,376,514,340,176,27,253,247,44,93,393,55,348,2050,450,4112
LGA43080,31,0,32,8,0,85,86,78,22,0,46,41,4,23,63,9,64,522,27,839,0,4,0,0,0,0,0,0,0,0,0,4,71,84,109,90,32,8,56,49,6,28,84,13,94,532,103,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,6,0,3,0,6,11,0,27,6,0,0,0,3,4,6,0,3,0,6,11,0,27,102,74,28,8,52,44,3,23,85,10,79,396,23,743,0,0,0,0,0,0,0,0,0,0,0,4,67,75,109,81,32,8,56,49,5,28,90,13,84,407,93,844
LGA43220,17,3,21,0,0,55,79,100,42,4,51,29,10,15,59,0,39,589,30,912,0,0,0,0,0,0,0,0,0,0,0,3,68,75,95,115,46,10,63,48,22,17,80,4,59,599,91,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,4,6,0,17,3,0,3,0,0,3,0,3,0,0,4,6,0,18,93,91,44,8,54,39,22,16,75,4,53,417,17,735,0,0,0,0,0,0,0,0,0,0,0,3,54,62,95,93,46,10,57,46,22,17,80,4,52,424,74,811
